tinh,huyen,xa,diaban,hoso,matv,male,married,yoeduc,income,sector
20,183,6196,10,14,5,0,0,5,,
20,183,6196,10,15,1,1,1,2,,FarmForestAqua
20,183,6196,10,15,2,0,1,5,,FarmForestAqua
20,183,6196,10,15,3,1,0,6,,FarmForestAqua
20,183,6208,8,13,1,1,1,7,,FarmForestAqua
20,183,6208,8,13,2,0,1,4,,FarmForestAqua
20,183,6208,8,13,3,1,0,9,,FarmForestAqua
20,183,6208,8,14,3,1,1,3,,FarmForestAqua
20,183,6208,8,14,1,1,1,9,,FarmForestAqua
20,183,6208,8,14,2,0,1,4,,FarmForestAqua
20,183,6208,8,14,4,1,0,8,,FarmForestAqua
20,183,6208,8,14,5,0,1,4,,FarmForestAqua
20,183,6208,8,15,1,1,1,3,,FarmForestAqua
20,183,6208,8,15,2,0,1,0,,FarmForestAqua
20,183,6208,8,15,6,0,1,0,,FarmForestAqua
20,183,6235,8,13,1,1,1,7,,FarmForestAqua
20,183,6235,8,13,2,0,1,5,,FarmForestAqua
20,183,6235,8,13,3,1,1,9,,FarmForestAqua
20,183,6235,8,13,4,0,1,8,21160,Private
20,183,6235,8,14,5,0,0,2,,FarmForestAqua
20,183,6235,8,14,2,0,1,5,,FarmForestAqua
20,183,6235,8,14,6,0,0,0,,
20,183,6235,8,14,1,1,1,3,,FarmForestAqua
20,183,6235,8,15,2,0,1,9,34295,StateRun
20,183,6235,8,15,3,1,1,9,,FarmForestAqua
20,183,6235,8,15,5,1,1,7,,FarmForestAqua
20,183,6235,8,15,4,1,1,9,,FarmForestAqua
20,183,6235,8,15,1,0,0,9,,FarmForestAqua
20,184,6274,1,13,2,0,1,5,,FarmForestAqua
20,184,6274,1,13,1,1,1,8,,FarmForestAqua
20,184,6274,1,14,3,1,0,6,,FarmForestAqua
20,184,6274,1,14,1,1,1,9,,FarmForestAqua
20,184,6274,1,14,4,0,0,10,,FarmForestAqua
20,184,6274,1,14,2,0,1,9,,FarmForestAqua
20,184,6274,1,15,1,1,1,9,,
20,184,6274,1,15,5,0,1,9,,FarmForestAqua
20,184,6274,1,15,3,1,0,7,,FarmForestAqua
20,184,6274,1,15,2,0,1,4,,FarmForestAqua
20,184,6274,1,15,4,1,1,5,,FarmForestAqua
20,184,6298,4,13,5,0,0,3,,FarmForestAqua
20,184,6298,4,13,2,0,1,7,,FarmForestAqua
20,184,6298,4,13,1,1,1,6,11717,Private
20,184,6298,4,13,3,0,0,0,,
20,184,6298,4,14,1,1,1,9,,FarmForestAqua
20,184,6298,4,14,2,0,1,9,,FarmForestAqua
20,184,6298,4,15,2,1,0,9,,FarmForestAqua
20,184,6298,4,15,1,0,0,12,,FarmForestAqua
20,184,6322,2,13,4,0,0,1,,
20,184,6322,2,13,3,0,0,4,,
20,184,6322,2,13,2,0,1,4,,FarmForestAqua
20,184,6322,2,13,1,1,1,4,,FarmForestAqua
20,184,6322,2,14,2,0,1,7,,FarmForestAqua
20,184,6322,2,14,4,0,0,3,,
20,184,6322,2,14,3,1,0,6,,FarmForestAqua
20,184,6322,2,14,1,1,1,2,,FarmForestAqua
20,184,6322,2,15,1,1,1,7,,FarmForestAqua
20,184,6322,2,15,3,1,0,6,,FarmForestAqua
20,184,6322,2,15,2,0,1,3,,FarmForestAqua
20,184,6322,2,15,4,0,0,9,,
20,185,6325,5,13,2,1,1,11,,HomeBusiness
20,185,6325,5,13,5,0,1,12,,HomeBusiness
20,185,6325,5,13,1,0,0,0,,
20,185,6325,5,14,2,0,1,14,,
20,185,6325,5,14,3,1,0,12,,
20,185,6325,5,14,1,1,1,12,,
20,185,6325,5,15,2,1,1,12,,
20,185,6325,5,15,1,0,1,14,51366,StateRun
20,185,6346,1,13,2,0,1,14,,FarmForestAqua
20,185,6346,1,13,1,1,1,16,51016,StateRun
20,185,6346,1,14,3,1,0,12,,
20,185,6346,1,14,1,1,1,12,,FarmForestAqua
20,185,6346,1,14,2,0,1,16,55869,StateRun
20,185,6346,1,15,2,0,1,4,,
20,185,6346,1,15,1,1,1,9,,FarmForestAqua
20,185,6367,7,13,2,0,1,12,,FarmForestAqua
20,185,6367,7,13,3,1,0,9,,FarmForestAqua
20,185,6367,7,13,1,1,1,9,,FarmForestAqua
20,185,6367,7,13,4,1,0,9,,FarmForestAqua
20,185,6367,7,14,2,0,1,9,,FarmForestAqua
20,185,6367,7,14,4,0,0,4,,
20,185,6367,7,14,1,1,1,9,,FarmForestAqua
20,185,6367,7,14,3,1,0,9,,FarmForestAqua
20,185,6367,7,15,1,1,1,9,,FarmForestAqua
20,185,6367,7,15,3,1,1,12,,FarmForestAqua
20,185,6367,7,15,5,0,1,12,23283,StateRun
20,185,6367,7,15,2,0,1,9,,FarmForestAqua
20,185,6367,7,15,4,1,0,2,,
20,186,6388,3,13,7,0,1,9,,FarmForestAqua
20,186,6388,3,13,2,0,1,6,,FarmForestAqua
20,186,6388,3,13,4,1,1,8,,
20,186,6388,3,13,5,0,1,5,,FarmForestAqua
20,186,6388,3,13,6,1,1,6,,HomeBusiness
20,186,6388,3,13,1,1,1,5,,HomeBusiness
20,186,6388,3,15,3,1,0,2,,
20,186,6388,3,15,1,1,1,12,19470,StateRun
20,186,6388,3,15,2,0,1,11,,FarmForestAqua
20,186,6388,3,19,3,0,1,9,,FarmForestAqua
20,186,6388,3,19,1,0,1,9,,FarmForestAqua
20,186,6388,3,19,4,1,0,9,,FarmForestAqua
20,186,6388,3,19,7,1,1,7,,FarmForestAqua
20,186,6388,3,19,2,1,1,4,,FarmForestAqua
20,186,6388,3,19,5,0,0,5,,
20,186,6412,4,13,3,1,1,9,,FarmForestAqua
20,186,6412,4,13,2,0,1,8,,FarmForestAqua
20,186,6412,4,13,4,0,1,12,,FarmForestAqua
20,186,6412,4,13,1,1,1,9,,FarmForestAqua
20,186,6412,4,14,1,1,1,8,,FarmForestAqua
20,186,6412,4,14,2,0,1,9,,FarmForestAqua
20,186,6412,4,15,2,0,1,1,,FarmForestAqua
20,186,6412,4,15,7,0,0,7,,HomeBusiness
20,186,6412,4,15,5,1,1,0,,FarmForestAqua
20,186,6412,4,15,6,0,1,0,,
20,186,6412,4,15,4,0,0,12,,FarmForestAqua
20,186,6412,4,15,1,1,1,9,,FarmForestAqua
20,186,6412,4,15,3,1,0,12,,FarmForestAqua
20,186,6430,7,13,1,1,1,4,,FarmForestAqua
20,186,6430,7,13,4,0,1,9,,HomeBusiness
20,186,6430,7,13,2,0,1,4,,FarmForestAqua
20,186,6430,7,13,3,1,1,9,,FarmForestAqua
20,186,6430,7,14,4,1,0,9,,FarmForestAqua
20,186,6430,7,14,5,1,0,5,,
20,186,6430,7,14,2,0,1,4,,FarmForestAqua
20,186,6430,7,14,1,1,1,5,,FarmForestAqua
20,186,6430,7,14,3,1,0,6,,FarmForestAqua
20,186,6430,7,15,1,1,1,0,,FarmForestAqua
20,186,6430,7,15,2,0,1,5,,FarmForestAqua
20,186,6448,2,13,1,1,1,4,,FarmForestAqua
20,186,6448,2,13,3,1,0,7,,FarmForestAqua
20,186,6448,2,13,2,0,1,5,,FarmForestAqua
20,186,6448,2,14,3,1,0,9,12174,Private
20,186,6448,2,14,4,1,0,9,10163,Private
20,186,6448,2,14,2,0,1,6,,FarmForestAqua
20,186,6448,2,14,1,1,1,6,30701,Private
20,186,6448,2,15,2,1,1,10,,FarmForestAqua
20,186,6448,2,15,1,0,1,9,,FarmForestAqua
20,187,6466,9,13,2,0,0,7,,
20,187,6466,9,13,1,0,0,4,17104,FarmForestAqua
20,187,6466,9,13,3,1,0,5,,
20,187,6466,9,13,4,0,0,3,,
20,187,6466,9,14,2,0,1,3,,FarmForestAqua
20,187,6466,9,14,3,1,0,4,,FarmForestAqua
20,187,6466,9,14,1,1,1,7,,
20,187,6466,9,15,1,1,1,9,,FarmForestAqua
20,187,6466,9,15,2,0,1,9,,FarmForestAqua
20,187,6472,4,13,6,0,0,0,,
20,187,6472,4,13,1,1,1,6,,FarmForestAqua
20,187,6472,4,13,4,1,0,9,,FarmForestAqua
20,187,6472,4,13,2,0,1,3,,FarmForestAqua
20,187,6472,4,13,3,1,0,10,,
20,187,6472,4,14,1,1,1,9,9422,StateRun
20,187,6472,4,14,2,0,1,9,,FarmForestAqua
20,187,6472,4,15,1,1,1,8,,FarmForestAqua
20,187,6472,4,15,2,0,1,4,,FarmForestAqua
20,187,6490,1,13,3,1,0,11,,FarmForestAqua
20,187,6490,1,13,2,0,1,10,,FarmForestAqua
20,187,6490,1,13,1,1,1,4,,FarmForestAqua
20,187,6490,1,14,7,1,1,12,,FarmForestAqua
20,187,6490,1,14,1,1,1,5,,FarmForestAqua
20,187,6490,1,14,8,0,1,12,,FarmForestAqua
20,187,6490,1,14,5,1,1,0,,FarmForestAqua
20,187,6490,1,14,6,0,1,3,,FarmForestAqua
20,187,6490,1,14,2,0,1,9,,FarmForestAqua
20,187,6490,1,15,4,1,0,3,,
20,187,6490,1,15,2,0,1,9,,FarmForestAqua
20,187,6490,1,15,1,1,1,9,,FarmForestAqua
20,187,6490,1,15,3,1,0,6,,FarmForestAqua
20,187,6505,14,13,1,1,1,2,,FarmForestAqua
20,187,6505,14,13,2,0,1,3,,FarmForestAqua
20,187,6505,14,13,3,1,0,9,,FarmForestAqua
20,187,6505,14,14,2,0,1,9,,FarmForestAqua
20,187,6505,14,14,1,1,1,4,,FarmForestAqua
20,187,6505,14,19,2,0,1,7,,FarmForestAqua
20,187,6505,14,19,3,0,0,12,,
20,187,6505,14,19,1,1,1,9,,FarmForestAqua
20,187,6505,14,19,5,0,1,5,,FarmForestAqua
20,187,6505,14,19,4,1,1,5,,
20,187,6514,7,13,2,0,1,9,,FarmForestAqua
20,187,6514,7,13,1,1,1,9,,FarmForestAqua
20,187,6514,7,14,2,0,0,3,,FarmForestAqua
20,187,6514,7,14,7,0,1,2,,FarmForestAqua
20,187,6514,7,14,1,0,0,2,,FarmForestAqua
20,187,6514,7,14,4,1,0,0,,
20,187,6514,7,14,3,1,1,2,,FarmForestAqua
20,187,6514,7,15,2,0,1,7,,FarmForestAqua
20,187,6514,7,15,1,1,1,6,,FarmForestAqua
20,188,6529,10,13,1,0,0,12,,HomeBusiness
20,188,6529,10,13,4,1,0,14,,
20,188,6529,10,13,2,0,0,2,,
20,188,6529,10,13,5,0,0,14,10025,StateRun
20,188,6529,10,13,3,1,0,16,16198,StateRun
20,188,6529,10,14,3,1,0,12,,
20,188,6529,10,14,2,0,1,12,,HomeBusiness
20,188,6529,10,14,5,1,0,9,,
20,188,6529,10,14,4,0,0,11,,
20,188,6529,10,14,6,0,0,0,,
20,188,6529,10,14,1,1,1,11,47705,HomeBusiness
20,188,6529,10,15,1,0,0,9,,HomeBusiness
20,188,6550,4,13,1,1,1,4,,FarmForestAqua
20,188,6550,4,13,2,0,1,4,,FarmForestAqua
20,188,6550,4,14,2,0,1,9,,FarmForestAqua
20,188,6550,4,14,3,1,0,12,,FarmForestAqua
20,188,6550,4,14,1,1,1,4,,FarmForestAqua
20,188,6550,4,15,5,0,0,14,,FarmForestAqua
20,188,6550,4,15,4,0,0,16,,FarmForestAqua
20,188,6550,4,15,3,1,0,16,20532,StateRun
20,188,6550,4,15,2,0,1,9,,FarmForestAqua
20,188,6550,4,15,1,1,1,9,,FarmForestAqua
20,188,6550,4,15,6,1,0,3,,
20,188,6574,4,13,4,1,0,1,,
20,188,6574,4,13,3,1,0,3,,
20,188,6574,4,13,1,1,1,2,,FarmForestAqua
20,188,6574,4,13,2,0,1,2,,FarmForestAqua
20,188,6574,4,14,3,1,0,8,,FarmForestAqua
20,188,6574,4,14,1,0,0,0,,FarmForestAqua
20,188,6574,4,14,5,0,0,12,,
20,188,6574,4,14,2,0,0,6,,FarmForestAqua
20,188,6574,4,15,4,0,0,12,,FarmForestAqua
20,188,6574,4,15,3,1,1,6,,FarmForestAqua
20,188,6574,4,15,2,0,1,5,,FarmForestAqua
20,188,6574,4,15,8,0,1,7,,FarmForestAqua
20,188,6574,4,15,1,1,1,5,,FarmForestAqua
20,188,6574,4,15,5,0,0,9,,FarmForestAqua
20,188,6601,2,13,2,0,1,14,63490,StateRun
20,188,6601,2,13,4,0,0,4,,
20,188,6601,2,13,1,1,1,12,21587,StateRun
20,188,6601,2,14,3,0,0,11,,FarmForestAqua
20,188,6601,2,14,4,0,0,9,,FarmForestAqua
20,188,6601,2,14,1,1,1,0,,FarmForestAqua
20,188,6601,2,14,5,1,0,10,,
20,188,6601,2,14,2,0,1,4,,FarmForestAqua
20,188,6601,2,15,4,0,0,4,,
20,188,6601,2,15,2,0,1,5,,FarmForestAqua
20,188,6601,2,15,1,1,1,12,30198,StateRun
20,189,6637,3,13,4,0,0,8,,FarmForestAqua
20,189,6637,3,13,2,0,1,6,,FarmForestAqua
20,189,6637,3,13,1,1,1,0,,FarmForestAqua
20,189,6637,3,13,3,0,0,10,,FarmForestAqua
20,189,6637,3,13,5,0,1,11,,FarmForestAqua
20,189,6637,3,14,1,1,1,2,,FarmForestAqua
20,189,6637,3,14,3,1,0,4,,FarmForestAqua
20,189,6637,3,14,2,0,1,3,,FarmForestAqua
20,189,6637,3,20,1,1,0,4,,FarmForestAqua
22,193,6652,10,13,2,0,1,9,,HomeBusiness
22,193,6652,10,13,4,1,1,16,107741,StateRun
22,193,6652,10,13,5,0,1,9,,FarmForestAqua
22,193,6652,10,13,3,1,0,16,117811,StateRun
22,193,6652,10,13,1,1,1,16,118314,StateRun
22,193,6652,10,14,4,0,0,4,,
22,193,6652,10,14,1,1,1,12,74000,StateRun
22,193,6652,10,14,2,0,1,12,,HomeBusiness
22,193,6652,10,14,3,1,0,11,,
22,193,6652,10,15,3,1,0,12,45000,StateRun
22,193,6652,10,15,2,0,1,14,,HomeBusiness
22,193,6652,10,15,4,0,0,12,32000,StateRun
22,193,6652,10,15,1,1,1,6,,
22,193,6658,31,13,1,1,1,3,,
22,193,6658,31,13,2,0,1,3,,
22,193,6658,31,14,2,1,0,12,27000,StateRun
22,193,6658,31,14,1,0,0,12,,HomeBusiness
22,193,6658,31,15,1,0,0,5,,HomeBusiness
22,193,6664,3,13,3,0,0,12,,
22,193,6664,3,13,2,0,1,12,,FarmForestAqua
22,193,6664,3,13,1,1,1,9,,FarmForestAqua
22,193,6664,3,14,2,1,1,12,65200,StateRun
22,193,6664,3,14,1,0,0,3,,FarmForestAqua
22,193,6664,3,14,3,0,1,14,22500,StateRun
22,193,6664,3,15,3,1,0,1,,
22,193,6664,3,15,1,1,1,9,100000,StateRun
22,193,6664,3,15,2,0,1,9,,
22,193,6673,4,13,1,0,0,3,,
22,193,6673,4,13,3,0,1,12,41400,Foreign
22,193,6673,4,13,2,1,1,14,31800,StateRun
22,193,6673,4,14,2,0,1,12,,
22,193,6673,4,14,1,1,1,12,66061,StateRun
22,193,6673,4,15,4,0,1,12,39800,StateRun
22,193,6673,4,15,2,0,1,12,,
22,193,6673,4,15,1,1,1,12,,
22,193,6673,4,15,3,1,1,12,45000,StateRun
22,193,6676,21,13,5,0,0,1,,
22,193,6676,21,13,2,0,1,9,,
22,193,6676,21,13,1,1,1,16,,
22,193,6676,21,13,3,1,1,11,29772,Private
22,193,6676,21,13,4,0,1,9,,HomeBusiness
22,193,6676,21,14,3,0,0,12,13500,HomeBusiness
22,193,6676,21,14,4,1,0,10,,
22,193,6676,21,14,1,1,1,12,,HomeBusiness
22,193,6676,21,14,2,0,1,12,,
22,193,6676,21,15,2,1,1,12,,HomeBusiness
22,193,6676,21,15,3,0,1,9,,HomeBusiness
22,193,6676,21,15,1,0,0,9,,
22,193,6685,22,13,2,0,1,9,,HomeBusiness
22,193,6685,22,13,4,1,0,7,,
22,193,6685,22,13,3,1,0,9,,
22,193,6685,22,13,1,1,1,9,,FarmForestAqua
22,193,6685,22,14,3,1,0,12,38000,HomeBusiness
22,193,6685,22,14,2,0,1,9,30100,Private
22,193,6685,22,14,4,1,0,12,24200,Private
22,193,6685,22,14,1,1,1,9,,
22,193,6685,22,15,1,1,1,10,,
22,193,6685,22,15,2,0,1,0,,HomeBusiness
22,193,6691,3,13,2,0,1,12,,
22,193,6691,3,13,1,1,1,16,,
22,193,6691,3,14,2,0,1,12,51562,StateRun
22,193,6691,3,14,1,1,1,16,111786,StateRun
22,193,6691,3,15,2,0,1,12,50000,StateRun
22,193,6691,3,15,3,0,0,11,,
22,193,6691,3,15,1,1,1,16,62000,StateRun
22,193,6700,1,13,2,0,1,9,26600,Private
22,193,6700,1,13,1,1,1,10,16600,Private
22,193,6700,1,15,3,1,0,3,,
22,193,6700,1,15,2,0,1,9,,HomeBusiness
22,193,6700,1,15,1,1,1,16,39000,StateRun
22,193,6700,1,19,2,0,1,5,,FarmForestAqua
22,193,6700,1,19,1,1,1,5,,FarmForestAqua
22,193,6706,10,15,2,0,1,7,37000,StateRun
22,193,6706,10,15,3,0,0,12,23800,HomeBusiness
22,193,6706,10,15,4,0,0,12,,
22,193,6706,10,15,1,1,1,9,37000,StateRun
22,193,6706,10,15,5,1,0,2,,
22,193,6706,10,19,1,1,1,9,,HomeBusiness
22,193,6706,10,19,2,0,1,9,,
22,193,6706,10,19,3,0,0,0,,
22,193,6706,10,20,4,0,1,12,,FarmForestAqua
22,193,6706,10,20,3,1,1,12,,FarmForestAqua
22,193,6706,10,20,2,0,1,5,,
22,193,6706,10,20,6,1,0,0,,
22,193,6706,10,20,1,1,1,9,42400,StateRun
22,193,6706,10,20,5,0,0,2,,
22,194,6718,4,13,3,1,1,12,49200,HomeBusiness
22,194,6718,4,13,1,1,1,16,,
22,194,6718,4,13,4,0,0,2,,
22,194,6718,4,13,2,0,1,12,,
22,194,6718,4,13,6,0,1,8,29400,HomeBusiness
22,194,6718,4,14,2,0,1,3,,HomeBusiness
22,194,6718,4,14,1,1,1,9,,HomeBusiness
22,194,6718,4,14,3,1,0,12,24165,HomeBusiness
22,194,6718,4,15,1,0,0,2,,
22,194,6718,4,15,3,0,0,12,,
22,194,6718,4,15,5,0,0,10,,
22,194,6718,4,15,2,1,1,12,,HomeBusiness
22,194,6718,4,15,4,0,1,9,,HomeBusiness
22,194,6742,9,13,1,1,1,9,,FarmForestAqua
22,194,6742,9,13,2,0,1,9,57000,HomeBusiness
22,194,6742,9,14,2,0,1,4,,FarmForestAqua
22,194,6742,9,14,1,1,1,6,,FarmForestAqua
22,194,6742,9,15,1,0,1,12,,FarmForestAqua
22,194,6742,9,15,2,1,1,14,45600,HomeBusiness
22,194,6745,1,13,1,1,1,3,,
22,194,6745,1,13,4,0,0,7,,
22,194,6745,1,13,3,0,0,8,21600,FarmForestAqua
22,194,6745,1,13,2,0,1,0,,
22,194,6745,1,14,2,0,1,0,,
22,194,6745,1,14,1,1,1,2,,
22,194,6745,1,20,2,0,1,14,47924,StateRun
22,194,6745,1,20,6,0,1,14,,
22,194,6745,1,20,1,1,1,16,53256,StateRun
22,194,6745,1,20,3,1,1,14,27216,StateRun
22,194,6745,1,20,4,0,0,14,,
22,195,6760,35,13,1,1,1,12,,HomeBusiness
22,195,6760,35,13,3,0,0,12,,
22,195,6760,35,13,2,0,1,12,,HomeBusiness
22,195,6760,35,13,4,1,0,9,,
22,195,6760,35,14,3,0,0,11,,
22,195,6760,35,14,1,0,1,10,,HomeBusiness
22,195,6760,35,14,2,1,1,9,,HomeBusiness
22,195,6760,35,19,2,0,1,14,,HomeBusiness
22,195,6760,35,19,3,1,0,9,,
22,195,6760,35,19,4,0,0,8,,
22,195,6760,35,19,1,1,1,9,,
22,195,6766,11,13,1,0,1,9,,
22,195,6766,11,13,2,1,1,9,60679,StateRun
22,195,6766,11,13,3,1,0,12,45322,StateRun
22,195,6766,11,14,4,1,0,6,,
22,195,6766,11,14,1,1,1,9,70200,StateRun
22,195,6766,11,14,3,1,0,12,,
22,195,6766,11,14,2,0,1,9,,
22,195,6766,11,15,4,1,0,12,55689,StateRun
22,195,6766,11,15,3,1,0,12,91976,StateRun
22,195,6766,11,15,1,1,1,12,61887,StateRun
22,195,6766,11,15,2,0,1,12,,
22,195,6769,10,13,2,0,0,1,,
22,195,6769,10,13,1,0,0,9,,HomeBusiness
22,195,6769,10,13,3,1,0,12,,
22,195,6769,10,15,2,0,1,9,,
22,195,6769,10,15,3,0,0,12,,
22,195,6769,10,15,1,1,1,12,57680,StateRun
22,195,6769,10,20,2,0,1,12,38200,StateRun
22,195,6769,10,20,3,0,0,12,,
22,195,6769,10,20,1,1,1,12,72600,StateRun
22,195,6775,11,13,4,1,0,3,,
22,195,6775,11,13,2,0,1,7,,
22,195,6775,11,13,1,1,1,9,,
22,195,6775,11,13,3,0,0,9,,HomeBusiness
22,195,6775,11,14,2,0,1,14,,HomeBusiness
22,195,6775,11,14,1,1,1,9,,
22,195,6775,11,15,2,1,1,16,58648,StateRun
22,195,6775,11,15,1,1,0,16,,
22,195,6775,11,15,3,0,1,12,30090,StateRun
22,195,6775,11,15,4,1,0,6,,
22,195,6781,11,13,2,0,1,0,,
22,195,6781,11,13,1,1,1,10,,
22,195,6781,11,14,3,0,0,12,,
22,195,6781,11,14,5,0,0,2,,
22,195,6781,11,14,1,1,1,9,39500,HomeBusiness
22,195,6781,11,14,4,0,0,8,,
22,195,6781,11,14,6,0,0,4,,
22,195,6781,11,14,2,0,1,9,38700,HomeBusiness
22,195,6781,11,15,2,0,0,12,,
22,195,6781,11,15,1,1,0,12,,
22,195,6784,31,13,1,1,1,12,38500,HomeBusiness
22,195,6784,31,13,3,0,0,12,,
22,195,6784,31,13,2,0,1,9,,HomeBusiness
22,195,6784,31,14,2,0,1,9,,
22,195,6784,31,14,4,0,1,12,24500,StateRun
22,195,6784,31,14,1,1,1,6,,
22,195,6784,31,14,3,1,1,12,56400,StateRun
22,195,6784,31,15,1,0,1,12,35000,StateRun
22,195,6784,31,15,4,1,0,5,,
22,195,6784,31,15,2,1,1,12,,HomeBusiness
22,195,6793,10,13,1,1,1,9,77800,StateRun
22,195,6793,10,13,2,0,1,9,,
22,195,6793,10,13,3,1,0,8,,
22,195,6793,10,13,4,0,0,3,,
22,195,6793,10,14,2,0,1,9,,
22,195,6793,10,14,1,1,1,12,,
22,195,6793,10,15,2,0,0,5,,
22,195,6793,10,15,1,0,0,9,18125,FarmForestAqua
22,196,6808,8,13,2,0,1,9,,FarmForestAqua
22,196,6808,8,13,1,1,1,12,38558,StateRun
22,196,6808,8,13,5,0,0,5,,FarmForestAqua
22,196,6808,8,14,1,0,0,12,29000,StateRun
22,196,6808,8,14,2,0,0,8,,
22,196,6808,8,15,3,1,0,3,,
22,196,6808,8,15,1,1,1,12,35000,StateRun
22,196,6808,8,15,2,0,1,12,23400,StateRun
22,196,6811,27,13,2,1,1,12,52240,StateRun
22,196,6811,27,13,1,0,1,12,29920,StateRun
22,196,6811,27,13,3,0,0,6,,
22,196,6811,27,14,3,0,0,12,,
22,196,6811,27,14,1,0,1,14,,
22,196,6811,27,14,2,1,1,12,,
22,196,6811,27,14,4,1,0,4,,
22,196,6811,27,15,1,1,1,18,,
22,196,6811,27,15,2,0,1,9,,
22,196,6817,13,13,4,0,1,9,,
22,196,6817,13,13,2,1,1,14,3640,StateRun
22,196,6817,13,13,3,1,1,11,19200,HomeBusiness
22,196,6817,13,13,1,0,1,9,,
22,196,6817,13,14,1,1,1,5,15400,Private
22,196,6817,13,14,2,0,1,6,15100,Private
22,196,6817,13,15,1,1,1,12,,HomeBusiness
22,196,6817,13,15,4,1,0,12,,
22,196,6817,13,15,3,1,0,12,,HomeBusiness
22,196,6817,13,15,2,0,1,9,,
22,196,6823,12,13,3,0,0,2,,
22,196,6823,12,13,2,0,1,16,54000,StateRun
22,196,6823,12,13,1,1,1,16,41000,StateRun
22,196,6823,12,14,1,0,1,9,10000,FarmForestAqua
22,196,6823,12,14,2,1,1,12,44000,StateRun
22,196,6823,12,14,3,1,0,0,,
22,196,6823,12,15,1,1,1,16,50400,Private
22,196,6823,12,15,2,0,1,12,32600,Private
22,196,6832,23,13,4,0,1,12,25000,StateRun
22,196,6832,23,13,1,0,1,9,,
22,196,6832,23,13,2,1,1,9,,
22,196,6832,23,13,3,1,1,12,81000,StateRun
22,196,6832,23,14,3,0,0,4,,
22,196,6832,23,14,5,0,1,12,25500,StateRun
22,196,6832,23,14,4,1,0,1,,
22,196,6832,23,14,1,0,0,3,,
22,196,6832,23,14,2,1,1,12,66500,StateRun
22,196,6832,23,15,3,0,0,12,,
22,196,6832,23,15,2,0,1,12,,HomeBusiness
22,196,6832,23,15,4,1,0,10,,
22,196,6832,23,15,1,1,1,9,,HomeBusiness
22,198,6844,4,13,1,1,1,8,,FarmForestAqua
22,198,6844,4,13,4,0,0,5,,
22,198,6844,4,13,2,0,1,6,,FarmForestAqua
22,198,6844,4,14,2,0,1,9,,FarmForestAqua
22,198,6844,4,14,3,0,0,12,,
22,198,6844,4,14,1,1,1,9,12160,HomeBusiness
22,198,6844,4,15,2,0,1,2,,FarmForestAqua
22,198,6844,4,15,1,1,1,5,,FarmForestAqua
22,198,6844,4,15,4,1,0,9,,FarmForestAqua
22,198,6844,4,15,3,1,0,12,,FarmForestAqua
22,199,6868,2,13,2,0,1,5,,FarmForestAqua
22,199,6868,2,13,1,1,1,12,,FarmForestAqua
22,199,6868,2,14,2,0,1,0,,FarmForestAqua
22,199,6868,2,14,1,1,1,8,26393,StateRun
22,199,6868,2,14,4,0,1,9,,FarmForestAqua
22,199,6868,2,14,3,1,1,9,,FarmForestAqua
22,199,6868,2,14,5,0,0,0,,
22,199,6868,2,15,2,0,1,5,,FarmForestAqua
22,199,6868,2,15,1,1,1,3,,FarmForestAqua
22,199,6883,1,13,2,0,1,0,,FarmForestAqua
22,199,6883,1,13,5,0,0,7,,
22,199,6883,1,13,1,1,1,2,,FarmForestAqua
22,199,6883,1,13,3,1,0,2,,FarmForestAqua
22,199,6883,1,13,6,1,0,5,,
22,199,6883,1,13,4,0,0,5,,FarmForestAqua
22,199,6883,1,14,2,0,1,0,,FarmForestAqua
22,199,6883,1,14,3,0,0,9,,FarmForestAqua
22,199,6883,1,14,1,1,1,1,,FarmForestAqua
22,199,6883,1,14,4,1,0,6,,FarmForestAqua
22,199,6883,1,15,1,1,1,5,,FarmForestAqua
22,199,6883,1,15,2,0,1,9,,FarmForestAqua
22,199,6883,1,15,3,0,0,3,,
22,200,6898,6,13,2,0,1,0,,FarmForestAqua
22,200,6898,6,13,1,1,1,0,,FarmForestAqua
22,200,6898,6,13,3,1,0,0,,
22,200,6898,6,14,2,0,1,0,,FarmForestAqua
22,200,6898,6,14,1,1,1,0,,FarmForestAqua
22,200,6898,6,14,3,0,0,8,,FarmForestAqua
22,200,6898,6,15,1,1,1,2,,FarmForestAqua
22,200,6898,6,15,2,0,1,0,,FarmForestAqua
22,200,6917,7,13,4,0,0,9,,FarmForestAqua
22,200,6917,7,13,3,1,0,9,13094,HomeBusiness
22,200,6917,7,13,5,1,0,9,,FarmForestAqua
22,200,6917,7,13,6,1,0,0,,
22,200,6917,7,13,1,1,1,9,,FarmForestAqua
22,200,6917,7,13,2,0,1,5,,FarmForestAqua
22,200,6917,7,14,2,0,1,5,,
22,200,6917,7,14,1,1,1,5,,FarmForestAqua
22,200,6917,7,14,3,1,0,5,,FarmForestAqua
22,200,6917,7,15,3,1,0,14,,FarmForestAqua
22,200,6917,7,15,2,0,1,9,,FarmForestAqua
22,200,6917,7,15,1,1,1,16,21002,StateRun
22,201,6922,2,13,3,0,0,14,,
22,201,6922,2,13,2,0,1,12,35804,StateRun
22,201,6922,2,13,4,1,0,12,,
22,201,6922,2,13,1,1,1,12,37500,StateRun
22,201,6922,2,14,3,1,0,12,25345,StateRun
22,201,6922,2,14,1,1,1,12,49118,StateRun
22,201,6922,2,14,2,0,1,16,46143,StateRun
