tinh,huyen,xa,diaban,hoso,matv,male,married,yoeduc,income,sector
1,17,463,7,15,2,0,1,9,,FarmForestAqua
1,17,463,7,15,3,0,0,0,7492,Private
1,17,463,7,15,1,1,1,16,,FarmForestAqua
1,17,472,20,13,3,1,0,12,33546,Foreign
1,17,472,20,13,5,0,0,12,,
1,17,472,20,13,1,1,1,9,,FarmForestAqua
1,17,472,20,13,2,0,1,8,,FarmForestAqua
1,17,472,20,13,4,0,0,12,38744,Foreign
1,17,472,20,14,1,1,1,9,30514,Private
1,17,472,20,14,2,0,1,5,26271,Private
1,17,472,20,14,3,0,0,3,,
1,17,472,20,14,4,1,0,0,,
1,17,472,20,15,4,1,0,0,,
1,17,472,20,15,2,0,1,8,,HomeBusiness
1,17,472,20,15,3,0,0,5,,
1,17,472,20,15,1,1,1,4,,HomeBusiness
1,17,484,11,13,3,1,0,6,,
1,17,484,11,13,1,1,1,12,19942,HomeBusiness
1,17,484,11,13,2,0,1,9,16691,HomeBusiness
1,17,484,11,14,3,0,0,12,,
1,17,484,11,14,4,1,0,12,,
1,17,484,11,14,2,0,1,12,53085,StateRun
1,17,484,11,14,1,1,1,9,,
1,17,484,11,15,1,1,1,12,,FarmForestAqua
1,17,484,11,15,7,0,1,12,,FarmForestAqua
1,17,484,11,15,6,1,1,12,,
1,17,484,11,15,2,0,1,12,,FarmForestAqua
1,17,484,11,15,3,0,0,1,,
1,17,493,32,13,2,1,1,16,51595,StateRun
1,17,493,32,13,1,0,1,12,27630,Foreign
1,17,493,32,15,1,0,0,12,26977,Foreign
1,17,493,32,20,1,0,0,9,22915,Foreign
1,17,499,4,13,1,1,1,10,,FarmForestAqua
1,17,499,4,13,3,1,0,9,,
1,17,499,4,13,2,0,1,10,,FarmForestAqua
1,17,499,4,14,1,0,0,6,,FarmForestAqua
1,17,499,4,14,2,1,0,9,,
1,17,499,4,15,2,1,1,6,,
1,17,499,4,15,1,1,0,12,8596,HomeBusiness
1,17,499,4,15,3,0,1,2,,FarmForestAqua
1,17,508,14,13,5,1,0,12,,
1,17,508,14,13,2,1,1,9,,
1,17,508,14,13,1,0,1,9,8666,HomeBusiness
1,17,508,14,13,3,0,0,16,30693,Foreign
1,17,508,14,14,1,1,1,12,23427,Private
1,17,508,14,14,2,0,1,12,26028,StateRun
1,17,508,14,19,2,1,1,12,,
1,17,508,14,19,1,0,1,9,,
1,17,523,5,13,2,1,1,5,,HomeBusiness
1,17,523,5,13,1,0,1,14,,HomeBusiness
1,17,523,5,14,3,1,0,12,,
1,17,523,5,14,2,0,1,12,,
1,17,523,5,14,1,1,1,9,,FarmForestAqua
1,17,523,5,15,2,0,1,9,,FarmForestAqua
1,17,523,5,15,4,0,1,12,44261,StateRun
1,17,523,5,15,3,1,1,7,32700,HomeBusiness
1,17,523,5,15,1,1,1,5,,
1,18,535,25,13,1,1,1,9,,HomeBusiness
1,18,535,25,13,5,0,0,12,,HomeBusiness
1,18,535,25,13,4,0,1,12,,HomeBusiness
1,18,535,25,13,6,0,0,12,,
1,18,535,25,13,2,0,1,9,,HomeBusiness
1,18,535,25,13,3,1,1,9,,HomeBusiness
1,18,535,25,14,1,1,0,5,,
1,18,535,25,14,2,0,0,5,5423,HomeBusiness
1,18,535,25,20,1,1,1,9,,
1,18,535,25,20,2,0,1,16,,
1,18,553,14,13,4,1,0,12,,
1,18,553,14,13,3,0,1,9,34785,StateRun
1,18,553,14,13,5,1,0,8,,
1,18,553,14,13,2,1,1,12,26743,StateRun
1,18,553,14,13,1,0,0,4,,
1,18,553,14,15,5,0,1,12,41707,StateRun
1,18,553,14,15,2,0,1,9,,HomeBusiness
1,18,553,14,15,3,1,1,9,,FarmForestAqua
1,18,553,14,15,4,1,0,10,,
1,18,553,14,15,1,1,1,9,24956,HomeBusiness
1,18,553,14,19,4,0,1,12,26260,StateRun
1,18,553,14,19,2,0,1,6,,FarmForestAqua
1,18,553,14,19,3,1,1,12,25285,Private
1,18,553,14,19,1,1,1,9,17293,StateRun
1,18,574,2,13,2,1,1,12,48182,StateRun
1,18,574,2,13,1,0,1,16,54796,StateRun
1,18,574,2,13,4,1,0,1,,
1,18,574,2,14,1,1,1,9,,FarmForestAqua
1,18,574,2,14,2,0,1,9,,FarmForestAqua
1,18,574,2,14,4,0,1,12,27954,Foreign
1,18,574,2,14,3,1,1,12,37443,Foreign
1,18,574,2,15,2,0,1,12,,FarmForestAqua
1,18,574,2,15,1,1,1,9,,FarmForestAqua
1,18,574,2,15,4,0,0,5,,
1,18,574,2,15,3,0,0,12,,
1,19,592,6,13,3,1,0,12,50423,Private
1,19,592,6,13,1,0,1,9,,
1,19,592,6,13,4,1,1,12,50423,Private
1,19,592,6,13,5,0,1,12,32823,Private
1,19,592,6,13,2,1,1,12,,
1,19,592,6,14,4,0,1,16,57093,Private
1,19,592,6,14,1,1,1,16,,
1,19,592,6,14,2,0,1,12,,
1,19,592,6,14,3,1,1,16,,Private
1,19,592,6,19,3,0,1,16,36166,StateRun
1,19,592,6,19,2,0,1,12,,
1,19,592,6,19,5,0,0,3,,
1,19,592,6,19,1,1,1,12,,
1,19,598,7,13,2,0,1,9,,HomeBusiness
1,19,598,7,13,3,0,0,12,,HomeBusiness
1,19,598,7,13,1,1,1,4,,HomeBusiness
1,19,598,7,13,4,1,0,8,,
1,19,598,7,14,2,0,1,12,26930,StateRun
1,19,598,7,14,1,1,1,8,,HomeBusiness
1,19,598,7,15,1,1,1,12,34202,HomeBusiness
1,19,598,7,15,2,0,1,9,,HomeBusiness
1,19,607,28,13,4,0,0,0,,
1,19,607,28,13,1,1,1,3,,FarmForestAqua
1,19,607,28,13,3,1,0,3,,
1,19,607,28,13,2,0,1,0,,FarmForestAqua
1,19,607,28,14,1,1,0,5,,FarmForestAqua
1,19,607,28,15,5,0,0,11,,FarmForestAqua
1,19,607,28,15,4,0,0,12,,FarmForestAqua
1,19,607,28,15,2,1,1,7,,FarmForestAqua
1,19,607,28,15,3,0,1,9,,FarmForestAqua
1,19,607,28,15,1,1,0,9,,FarmForestAqua
1,19,616,48,13,1,0,0,0,,
1,19,616,48,15,1,0,0,16,16165,StateRun
1,19,616,48,19,1,0,1,12,,HomeBusiness
1,19,616,48,19,3,0,0,7,,
1,19,616,48,19,2,1,1,12,29085,StateRun
1,19,619,68,14,1,1,1,9,,HomeBusiness
1,19,619,68,14,2,0,1,9,,HomeBusiness
1,19,619,68,14,5,1,0,6,,
1,19,619,68,14,3,0,0,16,26007,StateRun
1,19,619,68,14,6,0,0,0,,
1,19,619,68,14,4,0,0,11,,
1,19,619,68,15,1,1,1,6,,HomeBusiness
1,19,619,68,15,2,0,1,9,,FarmForestAqua
1,19,619,68,19,1,1,1,12,24372,StateRun
1,19,619,68,19,2,0,1,12,,HomeBusiness
1,19,619,68,19,3,1,0,3,,
1,19,628,19,13,4,0,0,12,,
1,19,628,19,13,3,1,0,12,31593,StateRun
1,19,628,19,13,1,1,1,9,40259,StateRun
1,19,628,19,13,2,0,1,9,,FarmForestAqua
1,19,628,19,14,6,0,1,4,,
1,19,628,19,14,1,1,1,12,50122,StateRun
1,19,628,19,14,5,1,1,4,,
1,19,628,19,14,2,0,1,12,38020,StateRun
1,19,628,19,14,3,1,0,3,,
1,19,628,19,15,6,0,0,14,32127,Private
1,19,628,19,15,2,0,1,16,48191,StateRun
1,19,628,19,15,5,0,1,9,,
1,19,628,19,15,1,1,1,16,67090,StateRun
1,20,640,30,13,4,1,0,8,,
1,20,640,30,13,1,0,1,12,43876,StateRun
1,20,640,30,13,2,1,1,12,16701,HomeBusiness
1,20,640,30,13,3,1,0,12,,
1,20,640,30,19,1,0,0,16,59007,StateRun
1,20,640,30,19,2,1,0,12,,
1,20,640,30,20,4,1,0,0,,
1,20,640,30,20,1,0,0,9,,
1,20,640,30,20,2,1,1,16,77734,StateRun
1,20,640,30,20,3,0,1,16,51569,StateRun
1,20,646,2,13,4,0,0,3,,
1,20,646,2,13,1,0,1,12,,
1,20,646,2,13,3,0,0,7,,
1,20,646,2,13,2,1,1,10,,FarmForestAqua
1,20,646,2,14,3,0,0,12,,
1,20,646,2,14,2,0,0,16,44318,StateRun
1,20,646,2,14,1,1,0,16,59911,StateRun
1,20,646,2,15,1,1,1,11,47879,StateRun
1,20,646,2,15,2,0,1,12,,HomeBusiness
1,20,658,4,13,4,1,0,2,,
1,20,658,4,13,2,0,1,7,,HomeBusiness
1,20,658,4,13,3,0,0,7,,
1,20,658,4,13,1,1,1,9,,HomeBusiness
1,20,658,4,14,2,0,1,10,27086,HomeBusiness
1,20,658,4,14,3,1,0,7,,
1,20,658,4,14,4,1,0,0,,
1,20,658,4,14,1,1,1,8,27086,HomeBusiness
1,20,658,4,15,2,0,1,12,46773,StateRun
1,20,658,4,15,1,1,1,12,55750,StateRun
1,20,667,13,13,1,1,1,12,,FarmForestAqua
1,20,667,13,13,2,0,1,9,,HomeBusiness
1,20,667,13,13,3,0,0,12,,
1,20,667,13,14,3,0,0,12,28729,StateRun
1,20,667,13,14,2,0,1,12,43547,StateRun
1,20,667,13,14,1,1,1,12,,HomeBusiness
1,20,667,13,15,1,1,1,9,35506,Private
1,20,667,13,15,3,0,0,9,,
1,20,667,13,15,2,0,1,8,,HomeBusiness
1,20,679,16,13,2,0,1,5,,HomeBusiness
1,20,679,16,13,4,1,0,1,,
1,20,679,16,13,1,1,1,7,,HomeBusiness
1,20,679,16,14,2,1,1,12,,HomeBusiness
1,20,679,16,14,1,0,1,7,,HomeBusiness
1,20,679,16,15,3,1,1,4,,
1,20,679,16,15,2,0,1,9,,HomeBusiness
1,20,679,16,15,1,1,1,12,,
1,20,679,16,15,4,0,1,3,,
1,250,8980,2,13,1,1,1,12,,
1,250,8980,2,13,2,0,1,9,,
1,250,8980,2,14,1,0,0,0,,FarmForestAqua
1,250,8980,2,14,3,1,0,5,,
1,250,8980,2,14,2,0,0,8,19041,HomeBusiness
1,250,8980,2,20,2,0,1,9,,FarmForestAqua
1,250,8980,2,20,1,1,1,9,4852,StateRun
1,250,8980,2,20,3,0,1,12,,HomeBusiness
1,250,8998,4,13,2,0,1,14,,
1,250,8998,4,13,1,1,1,12,,
1,250,8998,4,13,3,0,0,12,15626,StateRun
1,250,8998,4,15,3,0,0,2,,
1,250,8998,4,15,2,0,1,7,,FarmForestAqua
1,250,8998,4,15,1,1,1,8,,HomeBusiness
1,250,8998,4,15,5,0,0,2,,FarmForestAqua
1,250,8998,4,20,1,1,1,12,36574,StateRun
1,250,8998,4,20,4,1,0,11,,
1,250,8998,4,20,2,0,1,9,,FarmForestAqua
1,250,8998,4,20,3,0,0,12,,
1,250,9013,3,13,1,0,0,0,,
1,250,9013,3,13,2,1,0,12,,
1,250,9013,3,14,8,0,0,4,,
1,250,9013,3,14,1,1,1,9,,FarmForestAqua
1,250,9013,3,14,6,1,1,12,53398,HomeBusiness
1,250,9013,3,14,3,1,1,12,,FarmForestAqua
1,250,9013,3,14,7,0,1,12,44302,Foreign
1,250,9013,3,14,2,0,1,9,,FarmForestAqua
1,250,9013,3,14,4,0,1,12,,FarmForestAqua
1,250,9013,3,15,3,1,0,12,,
1,250,9013,3,15,2,0,1,4,,FarmForestAqua
1,250,9013,3,15,1,1,1,9,,
1,268,9538,12,13,4,0,1,12,22126,HomeBusiness
1,268,9538,12,13,2,1,1,12,,
1,268,9538,12,13,1,0,1,12,,
1,268,9538,12,13,3,1,1,12,13276,StateRun
1,268,9538,12,13,5,1,0,12,13366,Private
1,268,9538,12,14,4,1,0,12,,
1,268,9538,12,14,2,1,1,9,,HomeBusiness
1,268,9538,12,14,3,1,0,12,,
1,268,9538,12,14,1,0,1,12,,HomeBusiness
1,268,9538,12,19,2,0,1,12,53214,Private
1,268,9538,12,19,3,1,1,12,56522,Private
1,268,9538,12,19,1,0,0,12,,
1,268,9547,6,13,2,0,1,9,,
1,268,9547,6,13,4,1,0,12,,
1,268,9547,6,13,3,1,0,16,,
1,268,9547,6,13,1,1,1,12,,
1,268,9547,6,15,5,0,1,16,27105,StateRun
1,268,9547,6,15,2,0,1,12,,HomeBusiness
1,268,9547,6,15,3,1,1,16,23039,StateRun
1,268,9547,6,15,4,1,0,0,,
1,268,9547,6,15,1,1,1,12,,
1,268,9547,6,19,2,0,0,9,,HomeBusiness
1,268,9547,6,19,3,1,0,12,33415,Private
1,268,9547,6,19,4,0,0,12,,
1,268,9547,6,19,1,0,0,12,,
1,268,9556,17,13,1,0,0,4,,
1,268,9556,17,14,3,1,1,12,33409,StateRun
1,268,9556,17,14,2,0,1,0,,
1,268,9556,17,14,4,0,1,12,22574,StateRun
1,268,9556,17,14,1,1,1,5,,
1,268,9556,17,15,2,0,1,9,,HomeBusiness
1,268,9556,17,15,4,0,0,11,,
1,268,9556,17,15,1,1,1,12,52943,StateRun
1,268,9556,17,15,3,1,0,12,,
1,268,9562,26,13,2,0,1,14,16255,Collective
1,268,9562,26,13,3,1,0,7,,
1,268,9562,26,13,5,0,0,2,,
1,268,9562,26,13,4,1,0,3,,
1,268,9562,26,13,1,1,1,14,32509,FarmForestAqua
1,268,9562,26,15,1,1,1,9,,
1,268,9562,26,15,4,0,1,8,,
1,268,9562,26,15,3,1,1,8,43334,Private
1,268,9562,26,15,2,0,1,8,,
1,268,9562,26,19,6,0,1,5,,FarmForestAqua
1,268,9562,26,19,2,0,1,12,,HomeBusiness
1,268,9562,26,19,5,1,1,9,,
1,268,9562,26,19,1,1,1,12,27092,HomeBusiness
1,268,9562,26,19,4,1,0,2,,
1,268,9562,26,19,3,0,0,6,,
1,268,9886,19,13,2,0,1,9,,HomeBusiness
1,268,9886,19,13,1,1,1,9,27084,HomeBusiness
1,268,9886,19,14,2,0,1,3,,
1,268,9886,19,14,5,0,0,1,,
1,268,9886,19,14,1,1,1,2,,
1,268,9886,19,14,3,1,1,8,28451,HomeBusiness
1,268,9886,19,14,4,0,1,8,,HomeBusiness
1,268,9886,19,20,1,1,1,9,21676,HomeBusiness
1,268,9886,19,20,2,0,1,12,14089,HomeBusiness
1,268,9886,19,20,3,1,0,12,,
1,269,9586,16,13,4,0,0,12,,
1,269,9586,16,13,2,0,1,9,22959,StateRun
1,269,9586,16,13,1,1,1,9,,HomeBusiness
1,269,9586,16,13,3,0,1,12,44502,StateRun
1,269,9586,16,14,1,0,1,12,30053,StateRun
1,269,9586,16,14,2,1,1,16,54814,StateRun
1,269,9586,16,14,3,0,0,0,,
1,269,9586,16,15,2,1,1,16,66662,StateRun
1,269,9586,16,15,1,0,1,6,11193,Private
1,269,9586,16,15,4,0,0,5,,
1,269,9586,16,15,3,1,0,12,,
1,269,9604,8,13,4,0,1,16,26466,StateRun
1,269,9604,8,13,1,1,1,12,,FarmForestAqua
1,269,9604,8,13,3,0,0,16,28001,StateRun
1,269,9604,8,13,2,0,1,12,,FarmForestAqua
1,269,9604,8,14,2,0,1,9,,FarmForestAqua
1,269,9604,8,14,1,1,1,7,,FarmForestAqua
1,269,9604,8,15,2,0,1,9,,FarmForestAqua
1,269,9604,8,15,1,1,1,9,,FarmForestAqua
1,269,9604,8,15,5,0,0,3,,
1,269,9604,8,15,3,1,0,12,,
1,269,9604,8,15,4,1,0,11,,
1,271,9631,1,13,4,1,0,9,31610,HomeBusiness
1,271,9631,1,13,1,1,1,9,31610,HomeBusiness
1,271,9631,1,13,3,0,0,9,,FarmForestAqua
1,271,9631,1,13,2,0,1,9,,FarmForestAqua
1,271,9631,1,14,3,1,0,10,,
1,271,9631,1,14,1,1,1,9,18746,Private
1,271,9631,1,14,2,0,1,9,21182,Private
1,271,9631,1,14,5,0,0,1,,
1,271,9631,1,14,4,0,0,9,,
1,271,9631,1,15,2,0,1,9,,FarmForestAqua
1,271,9631,1,15,1,1,1,9,31311,StateRun
1,271,9631,1,15,3,1,1,9,17866,Private
1,271,9631,1,15,4,0,1,12,,FarmForestAqua
1,271,9646,2,13,2,0,1,0,,FarmForestAqua
1,271,9646,2,13,1,1,1,12,15321,Collective
1,271,9646,2,14,2,0,1,9,,FarmForestAqua
1,271,9646,2,14,3,0,1,12,,FarmForestAqua
1,271,9646,2,14,1,1,1,9,,FarmForestAqua
1,271,9646,2,15,2,0,0,12,,
1,271,9646,2,15,1,0,0,9,,FarmForestAqua
1,271,9646,2,15,4,0,0,0,,
1,271,9646,2,15,3,1,0,12,,FarmForestAqua
1,271,9658,6,13,2,0,1,9,,FarmForestAqua
1,271,9658,6,13,3,1,0,12,,
1,271,9658,6,13,1,1,1,12,,FarmForestAqua
1,271,9658,6,13,4,0,0,11,,
1,271,9658,6,14,1,1,1,2,,FarmForestAqua
1,271,9658,6,14,2,0,1,5,,FarmForestAqua
1,271,9658,6,15,2,0,1,9,,FarmForestAqua
1,271,9658,6,15,3,1,0,7,,
1,271,9658,6,15,1,1,1,9,,FarmForestAqua
1,271,9673,12,14,2,0,1,10,,FarmForestAqua
1,271,9673,12,14,4,1,0,5,,
1,271,9673,12,14,3,0,0,6,,
1,271,9673,12,14,1,1,1,11,27082,HomeBusiness
1,271,9673,12,15,2,1,1,12,,
1,271,9673,12,15,1,0,1,9,,FarmForestAqua
1,271,9673,12,20,2,0,1,9,,FarmForestAqua
1,271,9673,12,20,1,1,1,12,,FarmForestAqua
1,271,9673,12,20,3,0,0,4,,
1,271,9691,3,13,3,0,0,7,,
1,271,9691,3,13,5,0,0,4,,
1,271,9691,3,13,2,0,1,9,,FarmForestAqua
1,271,9691,3,13,1,1,1,9,,FarmForestAqua
1,271,9691,3,14,1,1,0,9,10107,Private
1,271,9691,3,14,2,1,0,6,,
1,271,9691,3,14,3,1,0,0,,
1,271,9691,3,15,1,0,0,9,,FarmForestAqua
1,271,9706,7,13,4,0,0,9,,FarmForestAqua
1,271,9706,7,13,2,0,1,9,,FarmForestAqua
1,271,9706,7,13,3,1,0,9,,FarmForestAqua
1,271,9706,7,13,1,1,1,7,,FarmForestAqua
1,271,9706,7,14,4,1,1,10,,FarmForestAqua
1,271,9706,7,14,3,1,1,3,,FarmForestAqua
1,271,9706,7,14,6,0,0,9,,FarmForestAqua
1,271,9706,7,14,1,1,1,0,,
1,271,9706,7,14,7,0,1,11,,FarmForestAqua
1,271,9706,7,14,5,0,0,9,,FarmForestAqua
1,271,9706,7,14,2,0,1,8,,FarmForestAqua
1,271,9706,7,15,1,0,0,9,,HomeBusiness
1,271,9706,7,15,2,0,0,5,,
1,272,9733,6,13,3,1,0,4,,
1,272,9733,6,13,1,1,1,9,33431,HomeBusiness
1,272,9733,6,13,2,0,1,9,27739,HomeBusiness
1,272,9733,6,14,3,1,0,9,19834,HomeBusiness
1,272,9733,6,14,1,1,1,6,,FarmForestAqua
1,272,9733,6,14,2,0,1,5,,FarmForestAqua
1,272,9733,6,19,2,1,0,12,,
1,272,9733,6,19,1,0,0,5,,HomeBusiness
1,272,9748,9,13,1,0,0,5,,FarmForestAqua
1,272,9748,9,13,2,1,1,12,16958,HomeBusiness
1,272,9748,9,13,3,0,1,9,,FarmForestAqua
1,272,9748,9,14,1,1,1,5,,FarmForestAqua
1,272,9748,9,14,5,1,0,9,21031,HomeBusiness
1,272,9748,9,14,2,0,1,5,,FarmForestAqua
1,272,9748,9,14,4,1,0,9,22656,HomeBusiness
1,272,9748,9,14,3,0,0,9,,FarmForestAqua
1,272,9748,9,15,4,1,0,1,,
1,272,9748,9,15,2,0,1,9,,HomeBusiness
1,272,9748,9,15,3,1,0,3,,
1,272,9748,9,15,1,1,1,9,,HomeBusiness
1,272,9769,6,13,2,0,1,9,,HomeBusiness
1,272,9769,6,13,3,1,0,11,,
1,272,9769,6,13,4,1,0,6,,
1,272,9769,6,13,1,1,1,9,,HomeBusiness
1,272,9769,6,14,1,1,1,5,,FarmForestAqua
1,272,9769,6,14,2,0,1,5,,FarmForestAqua
1,272,9769,6,14,3,1,0,9,,
1,272,9769,6,15,2,0,1,0,,
1,272,9769,6,15,1,1,1,0,,
1,272,9769,6,15,5,1,0,6,,
1,272,9769,6,15,3,1,1,9,,HomeBusiness
1,272,9769,6,15,4,0,1,9,,HomeBusiness
1,273,9790,9,13,1,1,1,12,40632,StateRun
1,273,9790,9,13,4,1,0,9,26005,HomeBusiness
1,273,9790,9,13,2,0,1,9,12641,HomeBusiness
1,273,9790,9,13,3,1,0,12,,
1,273,9790,9,14,1,1,1,7,,HomeBusiness
1,273,9790,9,14,2,0,1,7,,FarmForestAqua
1,273,9790,9,14,3,1,0,2,,
1,273,9790,9,15,2,0,1,16,19098,StateRun
1,273,9790,9,15,1,1,1,16,21246,StateRun
1,273,9805,9,13,2,0,1,9,,FarmForestAqua
1,273,9805,9,13,1,1,1,4,,
1,273,9805,9,13,3,1,1,12,22687,StateRun
1,273,9805,9,13,4,0,1,16,22498,StateRun
1,273,9805,9,14,3,1,1,12,28547,StateRun
1,273,9805,9,14,4,1,0,12,21682,Private
1,273,9805,9,14,5,0,1,12,32974,StateRun
1,273,9805,9,14,2,1,1,9,,
1,273,9805,9,14,1,0,1,9,8673,FarmForestAqua
1,273,9805,9,15,2,0,1,12,,HomeBusiness
1,273,9805,9,15,1,1,1,12,,HomeBusiness
1,273,9814,12,13,1,1,1,9,15791,HomeBusiness
1,273,9814,12,13,2,0,1,8,12633,HomeBusiness
1,273,9814,12,13,3,1,0,9,,FarmForestAqua
1,273,9814,12,15,1,1,1,9,,FarmForestAqua
1,273,9814,12,15,2,0,1,5,,FarmForestAqua
1,273,9814,12,15,3,1,0,9,31770,HomeBusiness
1,273,9814,12,19,1,1,1,2,,FarmForestAqua
1,273,9814,12,19,4,0,0,4,,
1,273,9814,12,19,2,0,1,6,,FarmForestAqua
1,273,9826,3,13,4,0,1,12,4605,StateRun
1,273,9826,3,13,3,1,1,12,19322,StateRun
1,273,9826,3,13,2,0,1,9,,
1,273,9826,3,13,1,1,1,9,,
1,273,9826,3,14,3,1,1,12,27821,Collective
1,273,9826,3,14,1,1,1,12,,
1,273,9826,3,14,2,0,1,9,,
1,273,9826,3,14,4,0,1,12,22581,Collective
1,273,9826,3,15,2,1,1,12,37469,StateRun
1,273,9826,3,15,3,0,0,3,,
1,273,9826,3,15,1,0,1,14,16974,StateRun
1,274,9847,9,13,1,1,1,12,80048,Private
1,274,9847,9,13,2,0,1,7,,HomeBusiness
1,274,9847,9,13,4,0,0,10,,
1,274,9847,9,13,3,1,0,12,,
1,274,9847,9,14,2,0,1,2,,FarmForestAqua
1,274,9847,9,14,1,1,1,8,,FarmForestAqua
1,274,9847,9,15,1,1,1,9,,FarmForestAqua
1,274,9847,9,15,4,1,0,10,,
1,274,9847,9,15,2,0,1,9,,FarmForestAqua
1,274,9847,9,15,3,0,0,12,,
1,274,9862,17,13,3,1,0,12,,
1,274,9862,17,13,2,0,1,9,,HomeBusiness
1,274,9862,17,13,4,1,1,7,,HomeBusiness
1,274,9862,17,13,5,0,1,12,,
1,274,9862,17,13,1,1,1,12,,
1,274,9862,17,14,3,0,0,14,27715,Private
1,274,9862,17,14,6,0,1,12,,FarmForestAqua
1,274,9862,17,14,5,1,1,12,19662,HomeBusiness
1,274,9862,17,14,2,0,1,9,,FarmForestAqua
1,274,9862,17,14,4,1,0,14,,
1,274,9862,17,14,1,1,1,9,,FarmForestAqua
1,274,9862,17,15,3,1,0,16,,
1,274,9862,17,15,1,1,1,12,,
1,274,9862,17,15,2,0,1,11,,FarmForestAqua
1,274,9877,34,14,2,1,1,16,61840,StateRun
1,274,9877,34,14,1,0,1,16,34487,StateRun
1,274,9877,34,15,3,0,0,16,13423,Private
1,274,9877,34,15,2,0,1,12,59979,StateRun
1,274,9877,34,15,4,1,0,7,,
1,274,9877,34,15,1,1,1,16,,
1,274,9877,34,20,4,0,0,2,,
1,274,9877,34,20,3,0,0,11,,
1,274,9877,34,20,2,1,1,16,76349,StateRun
1,274,9877,34,20,1,0,1,16,30709,StateRun
1,275,4939,6,13,2,1,0,12,,FarmForestAqua
1,275,4939,6,13,1,0,1,12,37642,StateRun
1,275,4939,6,15,2,1,1,9,,FarmForestAqua
1,275,4939,6,15,6,0,1,7,,FarmForestAqua
1,275,4939,6,15,3,1,1,9,31385,Private
1,275,4939,6,15,4,1,0,9,,FarmForestAqua
1,275,4939,6,15,1,0,1,9,,FarmForestAqua
1,275,4939,6,19,1,1,1,11,,HomeBusiness
1,275,4939,6,19,4,1,0,9,,
1,275,4939,6,19,6,0,1,4,,
1,275,4939,6,19,3,1,0,12,,
1,275,4939,6,19,5,1,1,6,,
1,275,4939,6,19,2,0,1,9,,HomeBusiness
1,275,9895,16,14,5,0,0,11,,
1,275,9895,16,14,4,0,0,12,,FarmForestAqua
1,275,9895,16,14,3,0,0,12,,FarmForestAqua
1,275,9895,16,14,1,1,1,5,15178,HomeBusiness
1,275,9895,16,14,2,0,1,5,,FarmForestAqua
1,275,9895,16,19,5,0,0,0,,
1,275,9895,16,19,1,1,1,12,,HomeBusiness
1,275,9895,16,19,3,1,1,12,45171,Private
1,275,9895,16,19,2,0,1,7,,HomeBusiness
1,275,9895,16,19,4,0,1,10,,FarmForestAqua
1,275,9895,16,20,1,0,0,5,,FarmForestAqua
1,275,9910,3,13,4,0,0,9,,HomeBusiness
1,275,9910,3,13,3,1,0,12,,
1,275,9910,3,13,2,0,1,7,,FarmForestAqua
1,275,9910,3,13,1,1,1,9,9930,StateRun
1,275,9910,3,14,1,1,1,3,,
1,275,9910,3,14,4,0,0,0,,
1,275,9910,3,14,5,0,1,12,,HomeBusiness
1,275,9910,3,14,2,0,1,2,,
1,275,9910,3,14,3,1,1,14,19443,Private
1,275,9910,3,20,2,0,1,4,,FarmForestAqua
1,275,9910,3,20,3,1,1,12,,HomeBusiness
1,275,9910,3,20,4,0,1,12,18612,Private
1,275,9910,3,20,1,1,1,5,,
1,275,9925,10,13,3,1,0,11,,
1,275,9925,10,13,2,0,1,12,,FarmForestAqua
1,275,9925,10,13,1,1,1,10,21863,HomeBusiness
1,275,9925,10,14,1,0,0,9,,HomeBusiness
1,275,9925,10,14,2,0,0,11,,HomeBusiness
1,275,9925,10,15,2,0,1,6,,HomeBusiness
1,275,9925,10,15,1,1,1,7,23927,HomeBusiness
1,275,9925,10,15,3,1,0,6,,
1,275,9925,10,15,4,0,0,2,,
1,275,9946,3,13,5,1,1,6,,
1,275,9946,3,13,2,0,1,9,,HomeBusiness
1,275,9946,3,13,1,1,1,9,,HomeBusiness
1,275,9946,3,13,4,1,0,6,,
1,275,9946,3,13,3,0,0,8,,
1,275,9946,3,14,5,1,0,12,,
1,275,9946,3,14,3,0,0,9,,HomeBusiness
1,275,9946,3,14,4,1,0,12,,HomeBusiness
1,275,9946,3,14,2,0,1,9,,HomeBusiness
1,275,9946,3,14,1,1,1,5,,HomeBusiness
1,275,9946,3,15,4,0,1,7,,HomeBusiness
1,275,9946,3,15,3,1,1,9,22581,Private
1,275,9946,3,15,2,0,1,3,,HomeBusiness
1,275,9946,3,15,1,1,1,7,,
1,276,4936,2,13,2,0,1,9,5151,Private
1,276,4936,2,13,1,1,1,9,10844,HomeBusiness
1,276,4936,2,14,2,0,1,14,,FarmForestAqua
1,276,4936,2,14,1,1,1,14,32956,HomeBusiness
1,276,4936,2,15,1,0,0,12,29296,StateRun
1,276,9970,13,13,4,1,0,9,22574,HomeBusiness
1,276,9970,13,13,1,1,1,10,29798,HomeBusiness
1,276,9970,13,13,3,0,0,9,,FarmForestAqua
1,276,9970,13,13,2,0,1,8,,FarmForestAqua
1,276,9970,13,14,1,0,1,9,,FarmForestAqua
1,276,9970,13,14,3,1,0,11,,
1,276,9970,13,14,2,0,0,12,,
1,276,9970,13,20,1,0,1,12,20494,Private
1,276,9970,13,20,3,1,0,5,,
1,276,9970,13,20,4,1,0,2,,
1,276,9970,13,20,2,1,1,9,30154,HomeBusiness
