,tinh,huyen,xa,diaban,hoso,matv,age,male,married,yoeduc,income,sector
31919,86,857,29587,13,13,1,33,1,1,1,19968,Private
3108,8,73,2287,3,14,2,40,0,1,12,51824,StateRun
19966,52,540,21559,35,19,1,34,1,1,5,50153,Private
7976,24,216,7339,6,13,3,28,1,1,9,37061,HomeBusiness
10492,30,292,10744,12,13,1,30,1,1,8,22039,FarmForestAqua
7737,22,205,7069,73,19,3,29,1,0,12,28000,StateRun
18700,48,497,20332,11,15,2,33,1,1,9,30374,HomeBusiness
35598,94,944,31597,18,15,2,18,0,0,9,6178,HomeBusiness
13648,36,364,14125,23,15,1,49,1,1,12,34446,HomeBusiness
17046,44,456,19207,2,15,1,49,1,1,9,17036,HomeBusiness
34644,92,919,31192,1,15,2,31,1,0,4,12500,HomeBusiness
9078,25,239,8695,2,13,3,23,1,1,12,21000,HomeBusiness
20495,52,550,21973,9,14,1,53,1,1,12,44256,StateRun
34826,92,925,31274,7,15,3,45,0,0,2,18000,FarmForestAqua
13242,36,356,13702,2,13,3,22,1,0,12,3797,StateRun
5524,15,135,4348,4,13,3,29,0,1,12,23584,StateRun
17674,46,474,19774,19,15,3,28,1,0,16,5917,StateRun
9813,27,258,9208,9,14,3,24,1,0,9,44330,HomeBusiness
23154,64,622,23572,27,15,2,32,1,1,12,34740,StateRun
29212,79,776,27427,39,14,1,30,1,0,12,74043,Private
26869,74,723,25936,1,15,3,25,1,0,11,38685,HomeBusiness
27601,75,738,26326,9,13,2,55,0,1,7,4943,FarmForestAqua
29256,79,777,27445,91,15,2,47,1,1,2,55574,HomeBusiness
10627,30,295,10924,16,14,2,39,0,1,9,13036,HomeBusiness
23163,64,622,23579,2,14,3,24,1,0,10,30834,HomeBusiness
30007,80,806,28135,8,13,2,39,0,1,12,3417,HomeBusiness
29985,80,806,28111,16,14,1,44,1,0,11,38484,StateRun
24393,66,656,24583,12,14,1,25,1,1,0,9259,FarmForestAqua
28440,79,762,26797,82,20,1,40,1,1,9,30499,Private
23126,64,622,23566,1,14,3,25,1,0,12,33807,StateRun
21054,56,568,22345,5,13,6,30,1,1,16,27125,Foreign
18169,46,483,20179,5,14,4,19,1,0,12,13764,HomeBusiness
23215,64,622,23602,19,15,1,67,0,0,0,11943,FarmForestAqua
14987,38,401,16102,5,14,1,44,1,1,12,9597,StateRun
16717,44,450,18868,7,15,5,28,1,1,16,32246,StateRun
11077,31,305,11404,58,13,5,30,0,1,16,84320,StateRun
20674,54,558,22090,9,15,1,54,1,1,9,45710,StateRun
24033,66,648,24271,5,15,2,34,1,1,9,10880,StateRun
18721,49,502,20350,16,14,3,23,0,0,16,48356,StateRun
8653,25,230,8008,9,15,3,18,1,0,8,24000,HomeBusiness
21838,58,586,22852,12,14,1,55,1,1,5,6299,HomeBusiness
24814,67,666,24733,12,14,2,33,1,1,12,15385,StateRun
26862,74,723,25936,1,13,1,44,1,1,6,35014,Private
10721,30,297,11050,12,14,3,23,1,0,9,7754,StateRun
7892,24,213,7228,8,13,4,18,0,0,12,1914,Foreign
33683,89,893,30664,1,14,1,44,1,1,4,20286,HomeBusiness
34360,91,911,31102,7,15,2,45,0,1,0,4047,FarmForestAqua
27238,75,731,26371,14,13,2,60,0,1,5,1895,FarmForestAqua
29652,80,798,27799,2,13,3,29,0,0,9,684,FarmForestAqua
8380,24,222,7756,8,13,1,38,1,1,8,23228,HomeBusiness
21003,54,564,22279,29,15,3,38,0,0,14,31200,StateRun
26606,74,720,25798,8,14,1,48,1,1,0,13942,FarmForestAqua
26085,72,706,25534,1,19,10,32,0,1,4,24394,FarmForestAqua
10118,27,262,9430,7,15,1,43,1,1,9,14208,HomeBusiness
32752,87,873,30127,17,15,2,48,0,1,0,6136,HomeBusiness
33545,89,892,30595,6,19,2,33,0,1,0,7205,FarmForestAqua
12482,34,342,12985,4,13,1,42,1,1,9,33256,HomeBusiness
29872,80,803,27991,7,19,3,26,1,0,14,36482,Private
4967,14,119,3745,7,14,1,34,1,1,0,7469,FarmForestAqua
5950,17,151,4915,10,14,1,46,0,0,5,14400,FarmForestAqua
34215,91,907,30979,25,13,3,16,0,0,5,10587,FarmForestAqua
16671,42,448,18412,1,13,1,37,1,1,4,8298,HomeBusiness
12245,34,338,12583,8,15,1,54,1,1,9,42288,StateRun
9693,26,253,8848,13,14,2,24,1,1,12,8551,FarmForestAqua
29759,80,800,27889,9,15,2,62,0,1,1,2611,FarmForestAqua
26460,74,718,25741,34,15,2,54,0,1,12,38158,StateRun
26465,74,718,25744,20,13,1,57,1,1,16,35638,Private
28955,79,771,27181,13,13,2,26,1,0,16,98271,Private
9474,26,251,9028,10,14,1,59,1,1,8,22900,HomeBusiness
34141,91,906,30937,2,15,1,37,1,1,2,2696,FarmForestAqua
26458,74,718,25741,34,14,1,32,0,1,16,74261,Private
22170,60,594,23235,16,15,5,20,1,0,12,5000,HomeBusiness
9905,27,259,9307,6,13,4,22,1,0,12,32187,Private
12596,34,343,13156,1,15,1,35,0,1,9,26859,HomeBusiness
13759,36,366,14248,13,20,1,48,1,1,9,22515,HomeBusiness
22715,62,608,23290,10,19,1,38,0,1,12,18249,StateRun
460,1,8,307,54,20,4,31,0,1,16,30442,StateRun
14041,37,374,14527,6,15,1,43,1,1,12,20858,HomeBusiness
28092,77,750,26602,7,13,1,55,1,1,12,25010,StateRun
29574,80,794,27697,16,15,1,30,1,1,16,52633,Private
25192,68,677,24934,15,15,2,37,0,1,4,5102,FarmForestAqua
7311,22,193,6652,10,13,1,58,1,1,16,118314,StateRun
16298,42,440,18241,1,20,1,37,1,1,9,14807,HomeBusiness
26925,74,724,25951,34,19,2,28,1,1,12,48119,HomeBusiness
28982,79,772,27214,7,13,1,25,0,0,16,74248,Foreign
15359,40,414,17003,9,13,2,39,0,1,12,14617,HomeBusiness
21813,58,585,22831,17,20,1,46,0,0,0,10080,FarmForestAqua
31871,86,855,29554,12,19,1,54,0,1,12,53288,StateRun
21696,58,582,22768,17,15,2,33,1,1,0,18970,FarmForestAqua
22685,62,608,23284,6,19,4,23,1,0,7,23981,HomeBusiness
34994,93,931,31411,22,14,1,29,1,1,11,40702,Private
34473,92,916,31141,18,14,4,35,0,1,16,61080,StateRun
19606,51,528,21262,5,13,1,40,1,1,9,32188,FarmForestAqua
17599,46,474,19744,5,14,2,45,0,1,11,22582,HomeBusiness
30297,82,819,28366,9,13,1,36,1,1,9,26126,HomeBusiness
21033,56,568,22333,29,14,1,46,0,1,10,44077,HomeBusiness
29482,79,785,27613,17,15,1,49,1,0,6,28784,HomeBusiness
12498,34,342,13015,5,14,1,45,1,1,9,20129,HomeBusiness
20508,52,550,21979,8,15,1,40,0,0,6,11789,HomeBusiness
1306,1,276,4936,2,14,1,26,1,1,14,32956,HomeBusiness
4870,14,116,3646,12,14,3,22,1,0,12,12494,Private
28100,77,750,26602,7,14,2,41,1,1,12,20180,StateRun
6426,19,164,5695,10,13,3,24,0,1,12,19936,Private
21152,56,568,22390,21,13,3,21,1,0,12,36210,Private
4742,12,110,3595,4,14,1,33,1,1,12,37322,StateRun
31950,86,857,29599,11,19,3,21,1,0,9,19318,Private
11978,33,331,12286,16,13,3,33,1,1,4,27989,HomeBusiness
33120,89,884,30316,56,15,1,29,1,1,4,14557,HomeBusiness
481,1,8,322,17,15,2,33,0,1,16,82790,Foreign
35344,93,936,31484,10,15,1,31,1,1,6,5969,FarmForestAqua
18704,49,502,20344,11,14,4,20,0,0,14,8989,StateRun
21914,58,587,22879,10,13,2,34,0,1,6,3782,FarmForestAqua
17651,46,474,19762,16,15,2,29,1,1,12,22449,HomeBusiness
10664,30,296,10984,8,13,1,38,1,1,9,24271,HomeBusiness
9687,26,253,8848,13,13,1,46,1,1,9,16000,FarmForestAqua
30117,80,807,28204,16,14,1,33,1,1,5,82926,HomeBusiness
1418,1,277,10090,7,14,1,41,1,1,16,38645,StateRun
4182,11,99,3289,19,15,3,24,1,1,0,8534,Private
5778,15,140,4693,10,14,1,30,1,1,12,19475,StateRun
21485,56,572,22597,10,13,3,24,0,0,5,19360,Collective
19507,51,527,21178,8,14,1,34,1,1,9,37123,Private
28604,79,764,26899,8,19,2,43,0,1,9,20197,Private
24280,66,654,24493,26,14,3,18,1,0,7,8320,HomeBusiness
13474,36,362,13969,6,15,2,31,1,1,12,32880,StateRun
33333,89,888,30451,29,14,4,27,1,0,16,32745,StateRun
1166,1,273,9805,9,13,4,35,0,1,16,22498,StateRun
31361,84,842,29248,6,13,2,52,1,1,12,15767,HomeBusiness
9922,27,260,9322,19,14,7,22,0,1,9,23318,Foreign
9621,26,252,9151,2,15,2,44,0,1,2,8553,HomeBusiness
12818,35,350,13390,1,15,3,20,0,0,11,29075,Private
7640,22,200,6917,7,15,1,47,1,1,16,21002,StateRun
10639,30,295,10936,1,15,2,39,0,1,5,13282,HomeBusiness
31760,84,849,29464,19,15,1,42,1,1,0,21600,HomeBusiness
7405,22,193,6706,10,20,1,54,1,1,9,42400,StateRun
451,1,8,307,54,15,4,28,0,1,16,112286,Foreign
4728,12,109,3583,11,13,3,20,1,0,9,22728,StateRun
5879,17,148,4798,21,14,1,49,0,1,12,15500,HomeBusiness
35544,94,943,31555,13,15,1,36,1,1,2,7528,FarmForestAqua
32461,87,868,29959,3,15,3,27,0,0,12,31582,StateRun
9521,26,251,9061,9,14,2,24,1,0,9,5702,HomeBusiness
125,1,3,106,13,13,2,43,0,1,12,33877,Private
7524,22,196,6808,8,14,1,38,0,0,12,29000,StateRun
7753,22,205,7078,4,13,1,53,1,1,12,21900,StateRun
2696,6,61,1906,8,14,2,47,0,1,9,3905,Private
17961,46,479,19981,10,14,6,30,1,1,5,28170,HomeBusiness
31368,84,842,29248,6,15,2,26,1,0,7,54181,HomeBusiness
28048,77,750,26574,1,15,3,23,0,0,16,1365,StateRun
124,1,3,91,6,15,1,24,1,1,9,47252,StateRun
33975,91,904,30850,28,13,2,37,0,1,4,10765,HomeBusiness
16720,44,450,18868,7,15,4,28,1,1,16,25134,StateRun
8425,24,222,7801,6,13,4,23,0,1,12,25034,Foreign
18934,49,507,20579,4,15,3,20,0,0,12,12759,Private
32522,87,870,29971,9,13,3,20,1,0,2,2668,FarmForestAqua
381,1,7,268,16,13,3,26,0,1,16,69471,StateRun
28511,79,763,26845,43,14,1,41,1,1,0,21811,HomeBusiness
283,1,6,187,10,15,2,38,0,1,16,43778,StateRun
13214,36,356,13681,16,15,1,49,1,1,12,51298,StateRun
16317,42,440,18280,9,20,2,27,1,0,12,7908,StateRun
1158,1,273,9790,9,15,2,28,0,1,16,19098,StateRun
17786,46,476,19858,17,13,3,24,1,0,9,25512,HomeBusiness
1857,2,29,892,5,19,1,30,0,1,12,49620,StateRun
25562,70,690,25333,2,14,2,35,1,1,12,10129,FarmForestAqua
29880,80,803,28003,11,15,2,16,1,0,7,13251,Private
28856,79,768,27070,5,13,2,55,1,1,14,79532,HomeBusiness
20219,52,545,21766,1,15,1,30,1,1,9,39963,Private
4365,12,105,3387,13,14,2,26,0,1,9,25941,StateRun
28243,77,752,26674,21,13,2,25,1,0,12,12760,Private
19058,49,510,20695,13,15,1,33,1,1,12,26446,StateRun
27766,75,741,26446,29,14,1,45,0,1,1,21983,Private
21911,58,587,22879,10,13,1,34,1,1,0,15843,FarmForestAqua
9610,26,252,9151,2,13,1,30,1,1,0,36000,HomeBusiness
24812,67,666,24733,12,13,1,55,1,1,14,74993,StateRun
11486,31,315,11809,5,14,2,25,0,0,12,40642,Private
23249,64,624,24044,10,13,1,59,1,1,9,31515,FarmForestAqua
29978,80,806,28108,2,15,2,22,1,0,12,27077,HomeBusiness
26188,72,708,25600,5,15,3,23,1,1,10,36973,HomeBusiness
20920,54,563,22312,23,14,2,43,0,1,10,5500,Private
14196,37,376,14674,14,15,2,44,0,1,9,1825,HomeBusiness
196,1,4,148,6,13,5,29,1,1,16,71359,Private
29272,79,777,27457,3,14,2,28,0,1,7,56487,Foreign
13657,36,364,14146,8,14,1,49,1,1,9,18335,StateRun
10155,27,263,9460,4,19,5,24,0,1,14,19337,StateRun
31729,84,848,29458,8,15,2,40,0,1,0,9846,FarmForestAqua
20525,52,551,22006,1,13,2,40,0,1,5,12160,FarmForestAqua
10977,31,304,11338,23,13,1,41,1,1,16,112928,StateRun
9992,27,261,9373,5,13,3,17,0,0,9,15073,HomeBusiness
22714,62,608,23290,10,19,2,47,1,1,16,61547,StateRun
8750,25,232,8227,8,13,1,51,1,1,9,31500,HomeBusiness
21466,56,572,22579,10,15,5,26,0,1,12,16641,StateRun
18093,46,482,20107,18,15,1,50,1,1,2,10448,FarmForestAqua
4120,11,99,3253,2,13,1,30,1,1,16,27248,StateRun
30835,83,829,28792,16,15,2,29,0,0,10,17307,HomeBusiness
15437,40,417,16819,7,13,3,24,0,0,12,49124,StateRun
10618,30,295,10909,11,14,3,19,1,0,9,28740,HomeBusiness
28324,77,754,26719,19,15,1,39,1,1,9,68368,Private
34468,92,916,31132,14,15,1,38,0,0,12,21600,HomeBusiness
28537,79,764,26876,1,13,1,26,0,1,14,58787,Private
12740,35,349,13321,13,13,3,32,0,0,9,26169,HomeBusiness
34041,91,905,30887,2,15,1,35,1,0,12,41472,StateRun
35778,94,949,31762,6,13,2,46,0,1,0,4340,FarmForestAqua
33618,89,893,30637,30,15,4,28,1,0,8,28022,FarmForestAqua
29296,79,778,27466,39,20,1,22,0,0,12,27896,Foreign
22374,60,597,23092,1,13,4,15,1,0,5,14500,FarmForestAqua
1852,2,29,892,5,13,1,34,0,1,12,42600,StateRun
1039,1,269,9604,8,13,3,26,0,0,16,28001,StateRun
26908,74,724,25948,12,14,2,37,1,1,10,22154,Foreign
19983,52,540,21571,5,15,4,22,1,0,9,12541,HomeBusiness
12652,34,344,13243,16,14,2,32,0,1,8,30496,StateRun
537,1,9,349,7,15,2,34,0,1,14,196977,Private
36267,95,959,31957,11,13,3,21,0,0,8,16231,HomeBusiness
6443,19,165,5512,12,15,2,35,0,1,7,24096,HomeBusiness
22121,60,593,22945,11,15,1,46,1,1,12,36000,HomeBusiness
1861,2,30,703,7,13,1,41,0,0,2,24585,Private
13409,36,360,13885,15,14,1,41,1,1,5,13131,HomeBusiness
5865,17,148,4792,6,13,2,51,1,1,9,48600,Private
12862,35,350,13423,4,14,1,34,0,1,12,17358,StateRun
36377,95,960,31993,7,14,4,19,1,0,5,11561,Private
780,1,18,574,2,14,4,23,0,1,12,27954,Foreign
9950,27,260,9343,14,14,1,29,1,1,7,35734,HomeBusiness
36553,96,966,32056,21,13,3,19,1,0,10,4214,StateRun
15295,40,412,16669,9,15,3,26,1,1,12,32558,Private
11281,31,311,11557,19,13,6,23,0,1,12,27317,Foreign
29424,79,784,27574,3,15,3,31,1,1,7,20097,HomeBusiness
4450,12,107,3433,5,19,2,29,0,1,16,38024,StateRun
27914,77,747,26527,8,15,1,43,1,1,9,33000,StateRun
33304,89,888,30433,4,15,3,16,1,0,4,12714,HomeBusiness
8821,25,234,8299,8,14,1,46,1,1,9,8750,HomeBusiness
30806,83,829,28759,3,15,1,29,1,1,11,60175,Private
19051,49,510,20695,13,13,1,44,1,1,16,53419,StateRun
10416,30,291,10639,16,15,1,40,1,1,0,24136,HomeBusiness
10450,30,292,10684,3,15,3,22,1,1,9,12261,HomeBusiness
17577,45,470,19729,7,15,2,30,1,1,6,22234,HomeBusiness
16333,42,441,18325,9,13,1,54,0,0,9,7186,HomeBusiness
21588,56,574,22693,8,15,3,35,1,1,8,21360,HomeBusiness
24027,66,648,24271,5,14,1,34,0,1,9,9380,StateRun
25748,70,693,25318,13,14,4,24,1,0,16,29305,Private
10126,27,262,9439,9,15,1,33,1,1,8,18475,HomeBusiness
14014,37,373,14509,3,13,1,45,1,1,9,8565,HomeBusiness
13372,36,360,13846,12,15,3,25,1,0,11,25062,Private
3089,8,72,2275,4,13,2,35,0,1,12,6830,StateRun
29483,79,785,27613,17,15,2,20,0,0,9,39389,Private
22790,62,608,23332,4,20,1,33,1,1,8,19980,HomeBusiness
27081,75,731,26005,28,13,8,21,0,1,9,47892,Foreign
18670,48,497,20320,27,13,1,27,1,1,14,36800,StateRun
33189,89,886,30367,11,13,1,40,1,1,5,11702,FarmForestAqua
34671,92,923,31210,14,14,1,28,0,1,4,12789,Private
25371,68,680,25075,4,13,1,45,1,1,3,19087,Private
25235,68,678,24970,9,13,3,24,1,1,9,6771,FarmForestAqua
13185,36,356,13657,22,19,1,30,1,1,16,39901,StateRun
33216,89,887,30376,58,13,1,38,1,0,0,25132,HomeBusiness
61,1,1,28,20,19,4,35,1,1,16,25510,StateRun
8434,24,222,7801,6,15,3,24,0,1,14,17386,StateRun
27844,77,747,26508,5,14,2,50,0,1,12,43500,StateRun
14630,38,392,15334,6,15,1,33,1,1,12,29049,StateRun
11395,31,313,11665,18,19,1,34,1,1,5,19152,HomeBusiness
13915,37,372,14407,3,14,1,35,1,1,4,14121,HomeBusiness
32705,87,873,30106,16,13,3,18,1,0,9,15841,HomeBusiness
10534,30,293,10810,1,13,1,27,1,1,12,22994,Private
32763,87,874,30130,3,14,4,36,1,1,12,39555,HomeBusiness
23452,64,631,23857,11,13,1,40,1,1,9,3496,StateRun
31555,84,846,29359,3,13,3,28,0,1,12,18318,Foreign
12117,34,336,12442,8,14,2,32,0,1,12,27737,Foreign
23849,66,643,24172,14,15,1,40,1,1,9,48000,HomeBusiness
36768,96,969,32141,14,13,2,21,1,0,5,29493,FarmForestAqua
30678,82,822,28639,5,13,1,40,1,1,12,10047,HomeBusiness
32211,86,861,29815,15,14,3,22,1,1,9,35172,HomeBusiness
2867,6,64,2032,4,13,3,25,1,0,9,11720,Private
14780,38,396,15643,5,15,6,25,0,0,12,14136,FarmForestAqua
31422,84,844,29278,13,14,4,22,0,0,12,26348,Foreign
9754,27,256,9325,14,13,2,39,0,1,5,31918,HomeBusiness
11185,31,309,11692,1,19,4,22,0,0,9,19411,Private
5440,15,132,4255,2,14,1,54,1,1,12,21421,StateRun
22740,62,608,23305,3,13,2,27,0,1,12,15215,StateRun
18219,48,490,20200,28,15,2,20,0,0,5,1510,HomeBusiness
12647,34,344,13243,16,13,2,20,0,0,12,19808,Foreign
29205,79,776,27421,21,15,3,40,0,0,12,37363,StateRun
18369,48,492,20236,19,13,1,50,1,1,12,65000,StateRun
30190,82,815,28264,22,19,3,31,1,0,5,32183,Private
33601,89,893,30634,22,13,1,33,1,1,3,32560,HomeBusiness
7880,24,213,7213,3,13,2,41,0,1,9,20619,StateRun
12791,35,349,13357,8,13,2,47,0,1,9,14021,HomeBusiness
31630,84,847,29398,5,13,1,42,1,1,5,18185,HomeBusiness
19765,51,533,21409,17,13,1,34,1,1,6,25395,HomeBusiness
34101,91,906,30913,18,15,1,30,1,1,12,13173,StateRun
3029,8,70,2206,29,14,1,46,1,1,9,13125,Private
17568,45,470,19708,9,15,1,38,1,1,9,17632,Private
13204,36,356,13672,24,15,1,60,0,0,12,2280,StateRun
3487,10,80,2647,18,13,1,31,0,1,16,40824,StateRun
3204,8,74,2374,10,19,3,28,1,1,14,33844,StateRun
8545,25,227,7903,3,13,2,39,0,1,14,37000,Private
13709,36,365,14200,13,14,3,17,1,0,9,38002,HomeBusiness
31254,83,837,29203,2,15,3,29,1,0,5,11472,HomeBusiness
32127,86,860,29728,9,15,1,46,1,1,9,16336,Private
24524,67,661,24631,10,20,1,35,1,1,0,14003,FarmForestAqua
21538,56,574,22657,2,14,5,22,1,0,12,19866,Foreign
33523,89,891,30574,6,15,2,35,0,0,4,18137,FarmForestAqua
22974,62,615,23500,17,15,1,37,1,1,9,15024,FarmForestAqua
27858,77,747,26509,19,19,2,38,0,1,12,25579,StateRun
18152,46,483,20170,1,13,1,45,1,1,6,24482,HomeBusiness
25862,70,695,25390,5,15,2,42,1,1,16,70242,StateRun
7380,22,193,6691,3,15,2,42,0,1,12,50000,StateRun
23651,64,637,24103,2,14,5,16,1,0,0,1780,FarmForestAqua
28456,79,762,26800,40,15,3,43,0,1,16,59603,StateRun
19342,49,518,20392,24,15,2,31,0,0,7,17552,HomeBusiness
33178,89,886,30355,16,13,1,29,1,1,1,7517,FarmForestAqua
23794,66,643,24148,16,19,2,55,1,1,16,56972,StateRun
15901,40,426,17608,1,15,3,15,0,0,9,7132,FarmForestAqua
10625,30,295,10924,16,14,3,16,0,0,9,5751,HomeBusiness
18749,49,503,20413,3,13,5,19,0,0,12,14648,Private
3146,8,73,2320,3,13,1,48,1,1,12,31519,StateRun
31646,84,847,29404,13,15,1,30,1,1,8,19696,HomeBusiness
26856,74,723,25933,22,20,1,25,1,0,9,42172,Foreign
13182,36,356,13657,22,15,2,62,1,1,16,7910,FarmForestAqua
29290,79,778,27466,39,13,3,24,1,1,16,134885,Foreign
22336,60,597,23062,6,14,2,36,1,0,3,30000,HomeBusiness
4844,12,111,3604,3,14,2,46,0,1,0,5795,FarmForestAqua
20259,52,547,21808,16,15,1,33,1,1,7,23223,HomeBusiness
18309,48,491,20224,5,20,2,35,1,1,4,29324,HomeBusiness
13848,37,369,14344,10,13,2,36,0,1,9,17898,StateRun
27924,77,747,26530,8,20,2,37,1,1,12,24500,Private
11125,31,307,11429,8,14,1,25,1,0,12,42229,StateRun
28599,79,764,26899,8,15,2,52,1,1,12,130988,Private
7245,20,188,6529,10,13,5,24,0,0,14,10025,StateRun
6369,19,164,5455,7,15,2,51,0,1,14,35339,StateRun
31587,84,847,29374,2,19,3,14,1,0,4,2796,FarmForestAqua
8890,25,235,8401,6,15,3,34,0,1,12,14600,StateRun
22677,62,608,23284,6,13,1,35,1,1,9,31607,HomeBusiness
27196,75,731,26035,3,14,3,24,0,0,6,20298,HomeBusiness
27695,75,740,26401,13,13,5,20,0,0,9,21002,Private
26998,74,725,25981,9,14,1,47,1,1,5,9900,HomeBusiness
22538,60,600,23191,17,14,1,31,1,1,7,11476,HomeBusiness
8115,24,218,7480,11,15,1,32,1,1,12,72680,Private
28653,79,765,26917,65,15,4,26,1,0,12,25371,Private
21790,58,585,22819,12,15,2,36,1,1,7,23525,HomeBusiness
5463,15,132,4267,18,15,2,51,1,1,12,73536,StateRun
16577,42,446,18685,1,14,2,27,1,1,12,21546,HomeBusiness
34236,91,908,30985,20,19,1,34,1,1,16,42017,StateRun
27156,75,731,26023,4,15,1,44,1,1,9,37070,FarmForestAqua
31076,83,834,29044,7,14,2,36,1,0,8,28678,HomeBusiness
20205,52,545,21757,9,14,1,30,1,1,8,14644,Private
28320,77,754,26719,19,14,1,33,0,1,12,57000,Foreign
29427,79,784,27574,3,19,2,52,0,1,2,24243,HomeBusiness
7542,22,196,6817,13,13,3,29,1,1,11,19200,HomeBusiness
24529,67,661,24631,10,20,3,16,0,0,5,13880,FarmForestAqua
26626,74,720,25810,9,14,1,46,0,1,12,26721,StateRun
27291,75,732,26095,23,15,6,20,1,0,9,17719,FarmForestAqua
33681,89,893,30664,1,14,4,17,1,0,8,15364,HomeBusiness
26161,72,708,25585,14,13,2,45,1,1,8,18742,HomeBusiness
19382,51,522,21028,1,13,5,31,1,1,12,25658,Private
16516,42,445,18595,7,13,1,41,1,1,7,25127,HomeBusiness
24896,67,667,24746,11,15,2,24,0,1,0,11460,FarmForestAqua
17729,46,474,19801,16,13,4,24,0,1,12,4601,HomeBusiness
30524,82,820,28513,7,14,2,58,0,1,0,11087,FarmForestAqua
28979,79,772,27208,8,15,1,40,0,1,16,94256,StateRun
21868,58,586,22864,2,20,3,26,1,0,12,12706,FarmForestAqua
35046,93,932,31360,7,15,1,35,1,1,7,14915,FarmForestAqua
30476,82,820,28471,7,14,3,23,1,1,8,6628,Private
19234,49,515,20914,8,15,3,19,1,0,4,5970,FarmForestAqua
30044,80,806,28150,9,14,3,40,0,1,5,13893,Private
32008,86,858,29629,10,14,2,36,1,1,6,14143,HomeBusiness
32081,86,859,29701,11,15,2,24,1,0,6,11143,HomeBusiness
32930,87,876,30232,2,14,1,41,1,0,2,14720,HomeBusiness
30764,82,824,28732,12,15,3,16,0,0,8,4951,StateRun
34334,91,911,31078,14,15,1,27,0,1,8,7717,HomeBusiness
19918,51,535,21538,6,14,1,42,1,1,2,13253,Private
12712,35,347,13306,19,13,1,35,1,1,8,31266,HomeBusiness
14336,38,381,14815,16,15,3,39,1,1,18,137654,StateRun
15655,40,421,17221,8,13,1,31,1,1,9,42768,FarmForestAqua
33071,89,883,30301,5,15,2,42,0,1,1,10545,HomeBusiness
33253,89,887,30397,22,14,1,35,1,1,4,25023,HomeBusiness
30530,82,820,28513,7,15,1,44,1,1,16,38736,Private
13179,36,356,13657,22,14,1,46,1,1,9,22755,HomeBusiness
31592,84,847,29377,2,13,3,26,1,1,7,30968,Collective
26160,72,708,25585,14,13,1,46,0,1,16,41192,StateRun
10962,31,304,11335,1,13,3,21,0,0,12,17055,Foreign
35610,94,944,31609,6,14,3,26,1,0,3,16886,HomeBusiness
7393,22,193,6706,10,15,3,22,0,0,12,23800,HomeBusiness
26933,74,724,25954,4,15,1,29,1,1,12,42667,Foreign
26280,72,709,25648,18,13,2,21,0,0,8,20786,Foreign
9240,26,246,8789,8,15,3,20,0,0,12,24471,Private
12912,35,351,13471,1,15,2,25,1,1,9,8684,HomeBusiness
17262,45,464,19408,7,13,1,62,0,0,9,13463,HomeBusiness
630,1,16,418,21,15,3,35,1,1,9,26008,HomeBusiness
26562,74,720,25780,1,14,1,26,1,1,8,28508,FarmForestAqua
18361,48,492,20233,21,14,2,55,1,1,12,62900,StateRun
2174,4,40,1273,5,13,2,43,0,1,12,32770,StateRun
31381,84,842,29257,7,15,3,29,1,0,0,16160,Private
25614,70,691,25246,7,14,4,24,0,1,9,17558,HomeBusiness
35755,94,948,31735,27,15,4,21,1,0,8,2896,FarmForestAqua
13836,37,369,14335,16,13,2,48,1,1,12,19459,Private
12332,34,340,12721,1,13,1,56,1,1,9,9263,StateRun
36878,96,970,32188,3,14,1,27,1,1,12,30243,StateRun
30274,82,816,28717,11,14,3,16,1,0,2,19601,FarmForestAqua
26209,72,708,25618,17,15,2,28,0,0,12,22654,Private
25176,68,677,24931,17,19,1,35,1,1,16,35755,StateRun
22087,60,593,22927,16,13,4,28,0,1,0,13542,HomeBusiness
14578,38,391,15223,6,14,4,17,0,0,9,7151,FarmForestAqua
35234,93,935,31444,14,13,4,17,1,0,5,18566,Private
1234,1,274,9877,34,20,1,41,0,1,16,30709,StateRun
34245,91,908,30994,26,14,2,18,0,0,11,8642,HomeBusiness
13318,36,360,13795,13,19,3,18,0,0,9,9513,Private
25483,70,688,25217,2,20,1,40,1,1,10,29434,Private
21579,56,574,22693,8,13,3,34,1,0,0,12048,HomeBusiness
13232,36,356,13696,9,13,1,50,1,1,9,11971,HomeBusiness
33762,89,894,30709,17,15,2,34,0,1,3,21635,HomeBusiness
13867,37,370,14362,10,15,1,44,1,1,12,75385,StateRun
9491,26,251,9037,8,15,2,45,0,1,7,20940,HomeBusiness
12793,35,349,13357,8,14,2,51,0,1,9,7553,HomeBusiness
28865,79,769,27088,7,13,1,30,1,1,12,35091,Private
26285,72,709,25648,18,14,2,42,1,1,12,35078,HomeBusiness
33124,89,884,30316,56,19,3,35,0,1,0,14907,HomeBusiness
8624,25,230,7969,5,15,2,39,0,1,9,17286,Private
26815,74,723,25915,6,19,2,36,0,1,9,30003,StateRun
22948,62,613,23464,9,19,7,20,1,1,4,2903,FarmForestAqua
23224,64,623,23620,1,15,2,21,1,0,12,2100,HomeBusiness
8564,25,227,7912,3,15,2,41,1,1,12,32000,StateRun
34338,91,911,31081,19,13,1,43,1,1,9,66295,StateRun
7820,22,206,7138,3,15,3,40,1,0,5,23400,HomeBusiness
5827,15,141,4756,16,13,3,23,1,1,5,27649,HomeBusiness
881,1,20,646,2,15,1,27,1,1,11,47879,StateRun
