,Year,CodePro,province,lFDI,lFDI1,GDP,Skill,Wage,Entrycost,Landaccess,Transparency,Timecost,Informalcharge,LaborPolicy,Lawandorder,Participation,Transparent,Accountability,Corruption,Procedure,Provision,Export,Labor,GE,lGDP
30,2012,4,Bình Thuận,3.8940628,3.3707383,32652.426594627537,18.015919,1747.0,8.912011,6.540423,5.483019,5.30384,5.317963,4.611141,2.559954,4.975924,4.582405,5.458621,5.973555,6.87361,6.988561,6486.461999999999,701.1,6013.797844886001,10.393674453370979
31,2013,4,Bình Thuận,7.617401,3.8940628,35864.50377778679,18.069942,2071.0,7.628823,6.792345,5.660412,7.205741,7.665836,4.904181,5.681768,4.975924,4.582405,5.458621,5.973555,6.87361,6.988561,5104.512,697.0,6883.120040500001,10.487503332630071
32,2014,4,Bình Thuận,4.1384463,7.617401,39293.547,20.539835,2395.0,8.464455604553223,6.129696846008301,6.292641639709473,6.80396032333374,5.929192066192627,5.300017833709717,5.928195953369141,4.673031,5.734916,5.288186,6.226382,7.104673,7.495085,5826.364,705.4,7246.237238264001,10.578815585902024
33,2015,4,Bình Thuận,4.5196576,4.1384463,44085.766,22.078985,2554.5,8.207087516784668,6.14003849029541,6.201435089111328,6.580419540405273,6.148692607879639,5.4730610847473145,4.747331619262695,4.731579303741455,4.706601142883301,5.569270133972168,5.5846171379089355,6.941042900085449,7.132246017456055,7254.675,710.0,8020.420101793,10.69389224289473
34,2016,4,Bình Thuận,2.6017256,4.5196576,48801.774,21.678473,2714.0,8.839143753051758,5.817119598388672,5.749107360839844,6.3637847900390625,5.4218878746032715,5.851729869842529,4.970401763916016,5.02081298828125,5.102128982543945,5.200518608093262,5.410276889801025,7.071661949157715,6.975566864013672,7888.79,716.3,8786.824700137,10.795521943639521
35,2017,4,Bình Thuận,3.4464715,2.6017256,55244.96,26.45471,2873.5,8.1908597946167,6.635619163513184,6.42302131652832,6.2203779220581055,5.575681209564209,6.181112289428711,4.8161444664001465,4.856489658355713,5.122953414916992,4.56447172164917,6.351863861083984,7.064605236053467,6.881770610809326,8366.312,720.9,7239.525,10.919532393499589
38,2011,5,Bình Định,4.420045,5.0172796,35824.30078125,19.740026,1434.5,8.830263,6.272136,5.778049,6.764741,6.130975,4.834413,6.148815,5.884237,5.681886,6.004536,6.945232,6.902247,7.013384,10265.08,880.4,6567.708756771,10.486381734885525
39,2012,5,Bình Định,3.5672202,4.420045,41756.0,21.177134,1719.0,9.598186,7.123497,5.794823,6.88669,7.065875,5.398082,3.614123,6.18833,6.116506,6.300311,6.985969,7.111078,7.110175,11952.253999999999,893.9,8657.70237207,10.639598432528189
40,2013,5,Bình Định,6.938257,3.5672202,48168.0,24.93355,2032.5,7.570227,7.511012,6.225374,6.70339,6.825889,5.464018,5.306246,6.18833,6.116506,6.300311,6.985969,7.111078,7.110175,12296.447,920.1,9813.665538562,10.782450179144284
41,2014,5,Bình Định,4.9591665,6.938257,54967.0,22.92726,2346.0,8.793843269348145,6.180765151977539,6.526882171630859,6.817358493804932,4.675607681274414,5.996232509613037,5.662411689758301,5.772822,6.295089,5.929243,6.573321,6.701671,7.347323,13520.948000000002,931.4,10709.317383122001,10.914488284142575
42,2015,5,Bình Định,4.0842395,4.9591665,53743.399999999994,24.970425,2475.5,8.99630355834961,6.054856777191162,6.171829700469971,7.472395420074463,5.340113639831543,6.0966949462890625,5.5597825050354,4.799209117889404,5.645651817321777,5.941173553466797,6.111478805541992,6.693518161773682,6.9018049240112305,15650.325000000003,912.9,12099.689295121,10.891976147752839
43,2016,5,Bình Định,4.510378,4.0842395,58522.8,25.371805,2605.0,8.653348922729492,6.028693199157715,6.605653762817383,6.564877033233643,5.444793224334717,6.194912910461426,6.230965614318848,5.600662708282471,6.105953693389893,4.929650783538818,6.642337322235107,7.013169288635254,7.230228424072266,15124.427499999998,931.4,12413.531259267,10.977171700879387
44,2017,5,Bình Định,5.014908,4.510378,81495.7,31.847363,2734.5,7.749137878417969,6.7935380935668945,6.665336608886719,6.483062267303467,6.4564337730407715,6.506535530090332,6.313751697540283,5.512038230895996,5.7238922119140625,5.360471725463867,7.1901936531066895,7.251823902130127,7.309238910675049,16273.63,936.2,7814.37,11.30830553710086
47,2011,6,Bạc Liêu,2.646175,0.18232156,21690.486328125,10.937451,1654.0,8.686718,7.463324,5.437557,7.010777,8.285938,3.967661,3.139513,4.637381,4.674524,5.063324,6.301612,6.858888,6.744656,5973.94,514.0,3242.658405964,9.984629025336499
48,2012,6,Bạc Liêu,1.7917595,2.646175,26183.978,14.488334,2035.0,8.347518,7.458229,5.752661,8.116857,6.462152,5.10681,3.403952,4.542979,4.655468,4.740825,5.621454,6.8063,6.984996,7100.946999999999,516.0,4222.483294580999,10.172902975972903
49,2013,6,Bạc Liêu,0.31814167,1.7917595,30417.145999999997,16.79667,2124.5,8.025805,7.890236,5.319582,7.734818,7.649279,4.950039,6.512214,4.542979,4.655468,4.740825,5.621454,6.8063,6.984996,10361.366,504.5,4933.3221595939995,10.322761741556567
50,2014,6,Bạc Liêu,1.7917595,0.31814167,34828.564,16.662395,2214.0,8.357361793518066,7.053260803222656,6.12084436416626,7.293984889984131,5.265373706817627,4.513873100280762,7.36238956451416,4.763083,5.372011,5.628025,6.593053,6.709391,6.942039,14830.2,505.8,4574.620643041,10.458193133684391
51,2015,6,Bạc Liêu,1.9007634,1.7917595,28180.881,14.975716,2266.5,7.98209810256958,7.14459753036499,5.767639636993408,7.49658203125,6.171380043029785,4.655951499938965,7.087795257568359,4.715171813964844,4.779050350189209,5.5404133796691895,6.40032958984375,6.578457832336426,6.950134754180908,10729.125,506.5,5206.150241667001,10.246399048271295
52,2016,6,Bạc Liêu,0.0,1.9007634,30397.417000000005,17.102106,2319.0,8.293490409851074,6.343766212463379,5.559511661529541,7.060158729553223,6.407845497131348,4.835696697235107,6.84271764755249,4.804977893829346,4.811347484588623,4.564178943634033,5.383426189422607,6.815893173217773,6.959181785583496,12158.737500000001,513.0,5437.506775508999,10.32211291667914
53,2017,6,Bạc Liêu,0.0,0.0,33983.4,14.899225,2371.5,8.579386711120605,6.54665470123291,6.468497276306152,6.698868274688721,6.384815216064453,5.249959468841553,5.676585674285889,5.79201602935791,6.3332014083862305,4.9181742668151855,6.849694728851318,7.404018402099609,7.426375865936279,14751.822,516.2,5043.397,10.433627449078521
56,2011,7,Bắc Cạn,0.0,0.26236427,4349.666015625,20.769138,959.0,7.823783,6.547997,5.300465,6.703404,5.586442,4.398211,4.503919,5.601996,5.773088,5.725249,5.885087,7.197525,6.480335,18.9315,199.6,3674.230388780001,8.377854343117905
57,2012,7,Bắc Cạn,0.0,0.0,5681.465,17.310059,1142.0,9.148926,5.524479,5.980302,4.619032,4.973208,4.351371,1.995796,5.607619,5.774017,6.238062,6.537386,7.113933,6.769415,18.747,204.8,4451.563329656,8.644964400994109
58,2013,7,Bắc Cạn,0.0,0.0,6331.714999999999,16.900326,1179.0,7.946949,7.38993,5.619231,6.195055,5.269824,4.902621,3.721375,5.607619,5.774017,6.238062,6.537386,7.113933,6.769415,17.935,214.9,4542.431489771,8.753326410512267
59,2014,7,Bắc Cạn,0.0,0.0,6881.283000000001,16.652414,1216.0,8.101336479187012,5.467432022094727,6.1895222663879395,6.1390814781188965,3.7609903812408447,5.358619213104248,6.121274948120117,5.331256,6.205537,5.481455,6.054775,6.710112,6.804992,10.914,219.6,4808.048481035,8.836560396099818
60,2015,7,Bắc Cạn,0.2610719,0.0,7873.716,21.85396,1308.5,8.184560775756836,5.138293266296387,6.169771671295166,6.178436279296875,4.926024913787842,4.801733016967773,6.038948059082031,4.723224639892578,5.8519511222839355,5.311237812042236,5.483990669250488,6.756351947784424,6.781946182250977,5.625,223.5,4342.329357472999,8.971285402781078
61,2016,7,Bắc Cạn,0.0,0.2610719,8700.53,20.076923,1401.0,8.109430313110352,5.82297420501709,6.360222816467285,6.0577802658081055,4.601601600646973,5.068970680236816,5.612547874450684,5.351490020751953,5.446347236633301,5.05185604095459,5.896995544433594,7.186898231506348,6.678396701812744,0.2275,228.8,4467.746586954,9.071139222327385
62,2017,7,Bắc Cạn,0.0,0.0,8500.16,22.995024,1493.5,6.246484756469727,5.127360820770264,6.646235466003418,4.825339317321777,4.280546188354492,6.0937180519104,6.058455467224121,5.394558906555176,5.295175552368164,4.323585510253906,5.605710506439209,6.80750846862793,6.9116435050964355,0.227,229.1,3175.762,9.04784026583066
65,2011,8,Bắc Giang,5.6429706,5.100476,25313.800781249996,22.22258,1335.5,8.529327,5.979554,6.187083,7.72121,6.701338,4.922862,4.183284,5.627799,5.488588,5.444681,4.976701,6.843168,6.52241,16028.67,989.4,7589.9139304089995,10.13910501141742
66,2012,8,Bắc Giang,6.9159226,5.6429706,33363.8,22.001822,1568.0,8.954556,5.778628,5.91076,6.232803,5.646889,4.694159,4.024479,5.736254,5.477664,5.379006,6.254153,6.783223,6.581217,27079.0,999.1,9249.077069952998,10.415226758858461
67,2013,8,Bắc Giang,5.107724,6.9159226,39495.8,24.924,1871.0,6.212679,6.098351,5.893495,5.598536,5.901265,5.11075,5.101334,5.736254,5.477664,5.379006,6.254153,6.783223,6.581217,34253.529,1000.0,10082.136448943,10.583949616121949
69,2015,8,Bắc Giang,6.1058254,5.4754066,51449.6,25.498013,2476.0,7.997284889221191,6.045014381408691,5.82719612121582,6.9751505851745605,5.763552665710449,5.645321846008301,4.636600494384766,5.405128002166748,5.408527374267578,5.467936038970947,6.211485862731934,7.031362533569336,6.894714832305908,57089.025,1036.1,11034.880379183,10.848357966693587
70,2016,8,Bắc Giang,6.9368815,6.1058254,60219.7,26.43828,2778.0,8.51318359375,5.632856845855713,6.037564277648926,7.10790491104126,5.156299114227295,6.444620132446289,4.761531829833984,6.3995184898376465,6.342477798461914,4.287097930908203,6.457160472869873,7.280080318450928,7.00849723815918,95382.105,1034.5,11923.320607701,11.005754820289672
71,2017,8,Bắc Giang,6.7538843,6.9368815,71245.72,24.095577,3080.0,7.820781230926514,6.539613723754883,6.727784633636475,5.701529502868652,5.511934280395508,6.323853492736816,6.095194339752197,6.037316799163818,5.814394474029541,4.951405048370361,6.148979663848877,7.160620212554932,7.055855751037598,122239.5,1035.4,9876.094,11.173890026151174
74,2011,9,Bắc Ninh,6.4141145,5.65704,51533.8984375,33.86396,2074.0,8.838679,7.115873,5.839453,7.884346,7.304617,5.445044,6.417302,5.945492,5.300251,5.536696,4.756677,6.873471,6.731758,163174.8055,593.5,6446.504480721,10.849995092206061
75,2012,9,Bắc Ninh,7.0579176,6.4141145,76741.40000000001,33.513416,2502.0,9.108913,5.879753,6.072904,6.468212,7.236756,5.552261,3.101355,5.723071,5.11617,5.3582,5.622058,6.577559,6.917044,313304.03,625.3,7273.401879012,11.248196607053872
76,2013,9,Bắc Ninh,7.382725,7.0579176,112535.22300000001,35.208347,3007.0,7.732956,6.702928,6.217187,6.144211,7.370099,6.038115,4.971991,5.723071,5.11617,5.3582,5.622058,6.577559,6.917044,528709.452,642.1,8537.248291027001,11.631021544956456
77,2014,9,Bắc Ninh,7.4711237,7.382725,108755.7,36.26302,3512.0,8.130660057067871,5.383101463317871,6.3475494384765625,7.1299614906311035,5.402795791625977,6.734042167663574,5.2314043045043945,5.264646,5.21798,5.504672,5.335624,6.825671,7.10057,450984.028,658.2,10655.274009386001,11.596859361370479
78,2015,9,Bắc Ninh,8.206321,7.4711237,122659.59249000004,42.230225,3910.0,8.099671363830566,5.845770835876465,7.112388610839844,6.366398334503174,4.2179765701293945,6.818783760070801,5.379230976104736,5.744454860687256,5.6572675704956055,6.827278137207031,5.676352024078369,7.506878852844238,7.62771463394165,484463.475,661.7,13453.569757649999,11.717168256901507
79,2016,9,Bắc Ninh,6.8307457,8.206321,127681.81799000001,41.354385,4308.0,8.28959846496582,6.0435590744018555,5.872828483581543,6.504290580749512,5.095104217529297,7.1687774658203125,4.85019588470459,6.7205729484558105,6.4878668785095215,4.632474422454834,5.7201128005981445,7.041414260864258,7.426144123077393,503784.4175,666.9,15446.205500734999,11.75729665122575
80,2017,9,Bắc Ninh,8.195531,6.8307457,164052.0,48.09451,4706.0,7.273472785949707,6.567049980163574,5.925251007080078,6.649046421051025,5.898841857910156,7.558465957641602,5.390011310577393,6.392497539520264,6.29350471496582,5.087510585784912,6.3357834815979,7.341164588928223,7.7538533210754395,711691.308,672.1,11947.563,12.007938729719992
83,2011,10,Bến Tre,3.025291,3.6813512,29783.732421875,15.048025,1390.0,8.132038,7.00118,6.147147,6.141105,7.791425,4.683537,5.294552,5.787479,5.931097,5.121816,6.52783,6.802374,6.955378,7713.5345,777.1,4436.984851778999,10.301717631556885
84,2012,10,Bến Tre,4.448319,3.025291,31878.0,12.085962,1580.0,8.515863,6.565468,5.660359,5.189542,6.716378,5.239002,3.863042,5.285373,5.805714,5.442789,6.546582,6.917214,6.958375,9104.793,770.8,5689.552851286,10.369671395678997
85,2013,10,Bến Tre,4.1930246,4.448319,35414.0,13.811678,1871.0,7.701767,7.808457,5.347266,8.026555,8.311573,5.395376,5.772361,5.285373,5.805714,5.442789,6.546582,6.917214,6.958375,10905.535,775.8,5564.157223713,10.474862501166163
86,2014,10,Bến Tre,4.4282103,4.1930246,39965.0,14.673114,2162.0,8.839452743530273,7.195106029510498,5.475400924682617,7.714881420135498,6.7397918701171875,5.351953029632568,5.97789192199707,4.551163,5.78615,6.115741,6.454791,6.766984,6.893786,13163.14,808.6,5567.2773503710005,10.595759350060119
87,2015,10,Bến Tre,5.162681,4.4282103,35049.322350080605,19.515999,2306.0,8.586832046508789,7.819845199584961,5.655132293701172,7.802937030792236,6.447353363037109,5.511414051055908,6.3251872062683105,5.123762130737305,5.816333770751953,5.656054496765137,6.361141204833984,7.009706497192383,6.885700225830078,14773.275,809.4,6045.597668447,10.46451155846929
88,2016,10,Bến Tre,5.3937135,5.162681,37077.77264861775,19.119831,2450.0,8.625554084777832,6.351051330566406,5.625766754150391,7.3982672691345215,6.486886501312256,5.88814640045166,7.16389799118042,5.1398024559021,5.775290012359619,5.6834940910339355,6.9773478507995605,7.456697463989258,7.333323955535889,16805.6525,807.3,5936.009852980001,10.520772949068084
89,2017,10,Bến Tre,5.5095463,5.3937135,39356.369,20.31972,2594.0,7.88364315032959,6.958159446716309,6.212129592895508,7.613153457641602,6.391474723815918,6.448807239532471,6.783558368682861,5.604196548461914,5.992711544036865,5.394319534301758,7.162267208099365,7.6924920082092285,7.670741558074951,20448.841,810.4,6595.152,10.580413095894542
92,2011,11,Cao Bằng,0.0,0.0,6706.0400390625,22.596718,901.5,8.523262,6.154383,4.508064,5.633605,4.535067,4.953746,4.267597,5.309291,5.516291,4.798923,4.05398,6.588932,6.256076,1122.21725,341.2,5307.668699670001,8.810763897640992
93,2012,11,Cao Bằng,2.2512918,0.0,8614.233423962456,28.772078,1054.0,8.940448,5.528957,5.598994,4.873173,4.516176,4.438869,3.759802,5.540246,6.279766,5.523517,4.745146,6.864997,6.387956,230.37980000000002,343.8,7080.794542746,9.06117116345476
94,2013,11,Cao Bằng,2.8094027,2.2512918,9624.212240906849,28.069279,1153.0,7.093778,5.64775,5.557374,5.723418,5.059151,5.377513,5.50475,5.540246,6.279766,5.523517,4.745146,6.864997,6.387956,229.779,356.1,7268.565815219,9.172037310705905
95,2014,11,Cao Bằng,0.0,2.8094027,10237.714545778643,29.118387,1252.0,7.7517008781433105,4.390067100524902,5.788020133972168,6.203647136688232,3.2429580688476562,5.542782783508301,5.122569561004639,4.836926,5.432925,5.216737,5.402818,6.543669,6.400385,266.002,357.3,7313.694163221,9.233833684794348
96,2015,11,Cao Bằng,0.0,0.0,10369.015,27.647104,1447.5,8.467506408691406,5.178579330444336,5.656126976013184,5.863042831420898,4.23455810546875,5.874627113342285,4.831796646118164,4.534447193145752,5.9188971519470215,4.811921119689941,5.404194355010986,6.50946044921875,6.682747840881348,40.275,360.9,8285.678401713001,9.246577311176964
97,2016,11,Cao Bằng,2.7725887,0.0,11019.243,29.066334,1643.0,8.268829345703125,4.7758469581604,5.520956993103027,5.026498794555664,3.340237617492676,6.223161220550537,5.619308948516846,5.207546234130859,5.499398708343506,4.442169189453125,5.52946138381958,7.018959045410156,6.626322269439697,50.96000000000001,360.9,8724.099420812,9.307398387062477
98,2017,11,Cao Bằng,2.2155738,2.7725887,12581.9,30.911215,1838.5,7.283226490020752,4.354074478149414,5.724135875701904,5.0317230224609375,4.096222877502441,6.893688201904297,5.611521244049072,5.1897149085998535,5.776878356933594,5.427776336669922,5.958286762237549,6.778186798095703,6.715803146362305,3246.1,362.0,6358.347,9.440014552236365
101,2011,12,Cà Mau,0.18232156,6.6515718,28457.041015625,9.725266,1514.5,7.72764,7.119629,5.969876,7.764734,6.962571,4.433944,6.633331,4.812378,5.456194,5.180061,6.861135,6.847742,6.320277,19347.993,684.3,4648.076953009,10.25615089630272
102,2012,12,Cà Mau,0.4054651,0.18232156,32946.053,8.8601265,1779.0,8.431006,7.011129,6.192962,4.759768,5.88637,4.415257,4.130402,4.551349,5.046576,5.337072,6.17285,6.578232,6.134304,18815.739,697.7,6362.435903504,10.402626745198646
103,2013,12,Cà Mau,1.7917595,0.4054651,36849.04928001113,13.080293,1966.5,7.433442,7.080899,4.561955,7.314026,7.396221,4.479285,5.6285,4.551349,5.046576,5.337072,6.17285,6.578232,6.134304,23067.997,696.2,7037.995481459,10.514585097556337
104,2014,12,Cà Mau,1.3862944,1.7917595,40333.91729142432,12.336009,2154.0,8.642786026000977,5.934952735900879,5.076915264129639,7.434797286987305,5.716455936431885,4.095676898956299,5.401705741882324,5.206726,5.795309,5.613258,7.285778,6.814811,6.459076,29325.703999999998,700.1,6708.013943353999,10.604948014105736
105,2015,12,Cà Mau,0.0,1.3862944,43097.996,16.792118,2263.0,7.903946876525879,5.9011077880859375,5.38980770111084,7.57746696472168,5.126615047454834,4.446688652038574,5.346000671386719,4.605551242828369,5.497461795806885,5.677005290985107,6.3989362716674805,6.831979274749756,6.810348033905029,21728.925,704.1,8144.794935925001,10.671231778491121
106,2016,12,Cà Mau,0.0,0.0,44850.17600000001,17.598814,2372.0,8.459925651550293,6.135240077972412,5.864658355712891,7.034929275512695,5.876976013183594,4.46291971206665,5.754514694213867,4.605517387390137,4.812243938446045,5.109731674194336,6.118039131164551,7.010570526123047,6.566606521606445,22348.4625,708.6,8158.854236069999,10.711082791670993
107,2017,12,Cà Mau,3.0902703,0.0,48134.7276,16.92878,2481.0,7.974240779876709,6.1885504722595215,5.813065052032471,7.012967109680176,6.424820899963379,5.089122772216797,5.453429698944092,4.647672653198242,5.322602272033691,5.169137954711914,6.2611565589904785,7.269045829772949,6.2804765701293945,24728.698999999997,709.9,6857.608,10.781759183112227
110,2011,13,Cần Thơ,4.9732795,4.2835865,59158.859375,22.736355,1932.5,8.835429,5.468653,6.193797,8.271541,5.949965,5.021569,6.263778,5.716923,5.490738,5.547006,5.951178,6.353442,6.550245,30910.9325,690.7,6837.162957679001,10.987981636297421
111,2012,13,Cần Thơ,3.4684012,4.9732795,67153.46,25.624567,2325.0,9.184921,6.108789,5.976036,6.830919,6.807041,5.04617,4.135822,5.814761,5.453095,5.652103,6.21728,6.851487,6.766375,24981.419,698.9,7743.5913057279995,11.114735727057301
112,2013,13,Cần Thơ,2.3700638,3.4684012,77811.244,26.72946,2499.0,7.379611,6.583495,5.247504,6.336434,7.84354,5.489126,4.998187,5.814761,5.453095,5.652103,6.21728,6.851487,6.766375,26404.962,698.6,7402.071102828,11.26204122414543
113,2014,13,Cần Thơ,3.6029367,2.3700638,91668.65991781188,29.8961,2673.0,8.477972030639648,5.664013862609863,5.964418411254883,6.7190985679626465,5.614419937133789,6.224179267883301,6.383203506469727,4.830733,5.060485,5.102675,5.927576,6.594952,6.707688,26516.312,700.0,8107.151405828001,11.425935832302137
114,2015,13,Cần Thơ,2.9392576,3.6029367,62629.35600000001,33.31121,3019.0,8.183614730834961,6.009746551513672,5.984325885772705,7.132602691650391,6.088586807250977,5.9411420822143555,6.617953777313232,5.113498210906982,6.13648796081543,6.265363693237305,7.224169731140137,7.38645076751709,7.218170166015625,26412.750000000004,693.1,8957.711736828998,11.044989392854426
115,2016,13,Cần Thơ,5.494663,2.9392576,70285.521,35.113213,3365.0,8.64598274230957,6.219374179840088,6.023304462432861,7.248294353485107,6.058429718017578,6.29988956451416,6.561282157897949,5.793279647827148,5.940703868865967,5.69118070602417,7.1360626220703125,7.406713485717773,7.604185581207275,25423.58,712.9,9427.851698446999,11.16032109641535
116,2017,13,Cần Thơ,3.4707294,5.494663,75768.51120000001,38.182247,3711.0,7.859973430633545,6.6625823974609375,6.3152594566345215,6.7798848152160645,6.167264938354492,6.537461757659912,6.511747360229492,5.555418968200684,6.118144512176514,5.040114402770996,7.155165195465088,6.952830791473389,7.479681968688965,32682.552,726.7,8965.795,11.235438065794803
119,2011,14,Gia Lai,0.0,0.26236427,28526.197265625004,15.680329,1295.0,7.843843,5.979572,5.49762,5.60295,5.806942,4.598393,5.818877,5.474282,6.002263,5.435134,5.65083,7.084662,6.317464,7309.6625,783.9,7441.798099521,10.258578146351647
120,2012,14,Gia Lai,2.1575594,0.0,37868.774,17.653643,1563.0,8.364724,5.834314,5.724653,5.607393,6.634246,4.396395,3.202277,5.264595,6.12428,5.857416,6.100203,7.253346,6.268966,9367.251,797.3,9375.287595748001,10.541882146461047
121,2013,14,Gia Lai,0.0,2.1575594,40751.332,17.205893,1661.5,7.395798,6.691134,5.523271,5.391323,6.171235,5.364757,6.401026,5.264595,6.12428,5.857416,6.100203,7.253346,6.268966,5453.717000000001,821.5,9337.346602411,10.61524380525136
122,2014,14,Gia Lai,0.0,0.0,44207.718,17.857002,1760.0,7.2466864585876465,5.892613410949707,6.014653205871582,5.872450351715088,3.8075015544891357,5.321352958679199,5.958425045013428,5.513556,5.345113,5.740736,5.896186,7.307343,6.445019,10518.742,833.3,9498.367438419,10.696654668206913
123,2015,14,Gia Lai,0.0,0.0,48960.349,17.915384,1855.0,8.157299995422363,6.51798152923584,5.704318523406982,5.94520378112793,4.570914268493652,5.098032474517822,6.644376277923584,4.839014053344727,5.331860065460205,5.480217933654785,5.466561794281006,6.901505470275879,6.514362812042236,6432.749999999999,842.4,10404.171152278,10.798766045428776
128,2011,15,Thừa Thiên Huế,3.7281,4.334673,26498.376953125,34.194622,1402.5,9.170221,4.342371,6.273847,8.105296,5.913407,5.00459,4.48576,5.276932,5.354371,5.330616,5.706082,6.644399,6.970898,8001.713999999999,596.8,6775.399351554,10.18483876304675
129,2012,15,Thừa Thiên Huế,3.2691886,3.7281,29970.167,37.866802,1747.0,9.198723,5.425949,6.666438,5.244257,5.781221,4.636265,3.790469,5.148741,5.658504,5.53533,6.115899,7.337197,7.04531,9769.27,614.8,9239.001531594,10.30795773253409
130,2013,15,Thừa Thiên Huế,4.391234,3.2691886,34781.638,34.566322,1961.0,8.146673,7.366447,7.625137,6.390207,7.937867,5.909591,6.365562,5.148741,5.658504,5.53533,6.115899,7.337197,7.04531,7685.464,636.6,8996.247737909,10.456844882831493
131,2014,15,Thừa Thiên Huế,3.8155122,4.391234,38456.274,36.553757,2175.0,8.371356010437012,6.2004828453063965,6.558502197265625,6.93085241317749,5.370926380157471,6.126723289489746,5.914247512817383,5.145447,6.018938,5.775127,6.11532,6.67384,7.289992,8733.554,662.6,9075.683153369,10.557277134574418
132,2015,15,Thừa Thiên Huế,4.9523683,3.8155122,32982.469,40.342266,2389.5,8.67337417602539,5.374398708343506,6.591646671295166,5.718507766723633,5.203116416931152,6.092451572418213,5.083807945251465,4.879218101501465,5.39562463760376,5.582273483276367,6.020263195037842,6.7120842933654785,7.356227874755859,13319.1,636.2,9386.577185765,10.403731456865122
133,2016,15,Thừa Thiên Huế,4.375134,4.9523683,36431.359,43.50201,2604.0,8.629121780395508,6.13852071762085,6.249260902404785,6.293624401092529,5.446589469909668,6.132211685180664,5.307042121887207,5.1025590896606445,5.139710426330566,5.244911193847656,5.614035606384277,6.751325607299805,7.485588073730469,14667.38,631.7,11043.750965373001,10.503185193726251
134,2017,15,Thừa Thiên Huế,2.0382822,4.375134,38669.049999999996,48.02735,2818.5,7.928104400634766,6.457467079162598,6.531538963317871,6.406901836395264,5.676109313964844,6.864629745483398,6.002544403076172,5.177451133728027,5.4969162940979,4.739227294921875,6.212055206298828,7.08310079574585,7.323277473449707,17618.378,632.1,7133.5,10.562794817451888
137,2011,16,Hà Giang,1.4816046,0.5877867,7190.7001953125,17.240282,730.0,8.671978,5.747379,5.665027,5.786142,6.677637,3.952993,6.372888,4.876205,4.829181,5.007073,5.220708,6.448717,5.871421,608.7529000000001,467.7,7127.399432256,8.880543830578874
138,2012,16,Hà Giang,0.0,1.4816046,9921.819,16.106344,850.0,9.121111,6.748002,5.942899,4.23545,5.79524,4.275697,3.70172,5.279693,5.664689,5.465209,5.516757,6.674441,6.808666,628.8577,463.4,9283.760394838,9.20249155040474
139,2013,16,Hà Giang,0.0,0.0,11541.5,13.989581,985.5,6.978446,6.910336,5.701252,6.050677,5.683339,5.116247,5.353966,5.279693,5.664689,5.465209,5.516757,6.674441,6.808666,453.43899999999996,499.1,8821.137773755001,9.353704514284052
140,2014,16,Hà Giang,0.0,0.0,12554.953,14.986107,1121.0,8.143829345703125,4.800269603729248,5.301265239715576,6.461098670959473,4.0323486328125,4.835824012756348,6.0474138259887695,4.344393,4.936464,4.671476,5.319895,6.418913,6.335187,670.89,505.3,9237.935522733002,9.437870528056203
141,2015,16,Hà Giang,0.0,0.0,15383.279000000002,14.408123,1222.5,8.077428817749023,4.554386615753174,5.406444549560547,5.678382396697998,3.525182008743286,4.6095404624938965,4.9330949783325195,3.924870729446411,5.138030052185059,4.704545021057129,4.756369113922119,6.343087196350098,6.860514163970947,874.575,512.1,9969.018154689002,9.641036419295654
142,2016,16,Hà Giang,2.4920828,0.0,16860.149,15.239673,1324.0,8.715402603149414,4.9895219802856445,6.308919906616211,6.179335117340088,5.058608531951904,4.734141826629639,4.761704444885254,5.339402198791504,5.274486064910889,4.403687000274658,5.823135852813721,6.63526725769043,6.4813995361328125,4871.0025,524.8,10384.930671321,9.732708069001967
143,2017,16,Hà Giang,1.7862331,2.4920828,18424.5175,18.843256,1425.5,7.911252975463867,6.084287166595459,6.177398681640625,7.2737579345703125,4.489542484283447,5.093918800354004,7.013017654418945,5.023410797119141,5.572124004364014,4.596285820007324,5.302531719207764,6.793596267700195,6.684345722198486,4191.101,530.8,8187.072,9.821437529469055
146,2011,17,Hà Nam,5.3028073,3.5409594,16876.19921875,25.268988,1452.0,7.438195,6.240941,5.669249,3.805395,6.821746,4.811314,3.956409,5.352929,5.570489,6.249077,5.580551,6.702801,6.216433,5384.96,464.0,4352.824793856001,9.733659578030561
147,2012,17,Hà Nam,4.612662,5.3028073,20651.86059610498,26.676811,1754.0,9.088614,5.851198,5.623469,4.252936,6.485368,4.56525,2.564348,5.988501,6.724512,6.382612,6.490642,7.121209,6.608832,7790.42,469.2,5372.257899265001,9.935560695836577
148,2013,17,Hà Nam,4.946203,4.612662,24017.356,27.054255,1976.0,7.268509,7.547175,5.080803,6.751858,7.009315,5.64502,6.367389,5.988501,6.724512,6.382612,6.490642,7.121209,6.608832,12419.882,473.7,5625.386446691001,10.086532014637731
149,2014,17,Hà Nam,5.701864,4.946203,28542.3,27.583023,2198.0,8.585142135620117,5.7904558181762695,5.812645435333252,7.101134777069092,5.495707988739014,6.01835823059082,5.593047618865967,5.38939,5.740205,6.363427,6.181289,6.708529,6.921676,16710.832,472.4,5949.393341816,10.259142476431249
