,Year,CodePro,province,lFDI,lFDI1,GDP,Skill,Wage,Entrycost,Landaccess,Transparency,Timecost,Informalcharge,LaborPolicy,Lawandorder,Participation,Transparent,Accountability,Corruption,Procedure,Provision,Export,Labor,GE,lGDP
466,2016,52,Tuyên Quang,3.8212147,1.8562832,22726.448,31.127024,1759.0,7.846127986907959,6.251672744750977,6.2716851234436035,5.820163249969482,5.264449119567871,6.332830429077148,4.670353412628174,5.584712982177734,5.627709865570068,5.016977310180664,5.690064907073975,7.377416610717773,7.259056091308594,1653.2425,482.9,6541.221040204001,10.031284635387587
467,2017,52,Tuyên Quang,1.3350011,3.8212147,24668.462,25.116753,1853.0,8.294599533081055,6.056535720825195,6.589672565460205,5.78895378112793,4.581478118896484,6.7205634117126465,5.946805477142334,5.688063144683838,6.134406089782715,5.389397144317627,6.187605381011963,7.0394439697265625,7.058143138885498,1843.013,483.5,5477.671,10.113280864653369
470,2011,53,Tây Ninh,6.290272,4.9023075,41761.3515625,15.109387,1767.5,8.533426,7.336679,5.788081,5.552957,8.56876,4.510451,6.198249,4.403107,4.626924,5.189391,5.24101,6.715736,6.366068,25666.907,644.5,4667.795808832001,10.63972658703518
471,2012,53,Tây Ninh,5.3481307,6.290272,45883.05752303876,17.12098,2100.0,8.588909,8.339489,4.072118,5.451726,5.183669,5.31129,3.403878,5.115296,5.209766,5.110436,6.036859,6.658721,5.915785,32771.839,649.2,5364.2250572719995,10.73385121076301
472,2013,53,Tây Ninh,5.224671,5.3481307,49533.78812793273,19.638895,2448.0,8.48689,8.077405,5.184413,6.313867,7.359069,5.608488,6.078859,5.115296,5.209766,5.110436,6.036859,6.658721,5.915785,36979.86,647.9,5718.734272898001,10.810410304142334
473,2014,53,Tây Ninh,6.6203094,5.224671,55315.726373202684,20.464207,2796.0,8.932792663574219,6.339222431182861,5.857339382171631,7.102640628814697,5.693844318389893,5.171113967895508,5.920738220214844,4.427047,5.08141,5.780083,6.434372,7.017725,6.348532,45549.685999999994,636.7,5254.553021584999,10.920812529960171
474,2015,53,Tây Ninh,6.294489,6.6203094,49666.716,25.375135,3093.5,8.879117965698242,6.475687026977539,5.9320478439331055,7.62900972366333,5.915773868560791,5.441321849822998,6.513034820556641,4.838841438293457,4.738324165344238,5.6065897941589355,6.572773456573486,6.802462577819824,7.178571701049805,61025.625,643.9,6328.027878659001,10.813090289547583
475,2016,53,Tây Ninh,6.580721,6.294489,54641.28200000001,26.449986,3391.0,8.651362419128418,6.331198215484619,5.931647777557373,7.147346496582031,6.108667850494385,5.888519763946533,5.504911422729492,5.246353626251221,5.610681533813477,5.334734916687012,6.506800651550293,7.000579833984375,7.163252830505371,69048.525,651.4,6976.630676353999,10.908544956634142
476,2017,53,Tây Ninh,6.9262505,6.580721,59352.9924,21.210327,3688.5,7.416077613830566,6.9140214920043945,6.285279750823975,7.483334064483643,6.133701324462891,6.379890441894531,5.426610469818115,4.9217023849487305,5.591010093688965,5.399017810821533,6.888842582702637,7.386419773101807,7.147477149963379,84328.684,658.4,6780.781,10.991257818311864
479,2011,54,Vĩnh Long,0.0,1.7578579,29042.79296875,15.036625,1491.5,8.383265,5.422487,6.300045,5.073243,6.435889,3.852922,5.288797,5.242749,5.080515,5.395402,5.997477,7.075324,7.01311,8435.035,622.8,4335.05220701,10.276525640923907
480,2012,54,Vĩnh Long,3.1398327,0.0,29334.948,18.213617,1744.0,8.824257,7.530747,5.522193,6.910135,7.035593,5.254902,4.260528,5.380659,5.722248,5.825734,6.557142,7.270749,7.234171,8590.292,619.1,4562.959218777999,10.286534848731835
481,2013,54,Vĩnh Long,0.64185387,3.1398327,32362.224,16.433493,1974.5,8.073906,7.777713,5.749444,7.413105,7.259223,5.001613,5.667651,5.380659,5.722248,5.825734,6.557142,7.270749,7.234171,6508.506,625.2,4736.707663692,10.384747095634086
482,2014,54,Vĩnh Long,3.5494356,0.64185387,36187.354,19.913958,2205.0,8.891890525817871,6.6090898513793945,6.4543375968933105,6.828271865844727,6.044705390930176,4.963369846343994,6.038671493530273,4.775074,6.299161,6.539651,7.272801,6.986482,7.859983,6347.668,627.6,4738.724940888,10.496464999764898
483,2015,54,Vĩnh Long,2.6262252,3.5494356,39621.804,22.811504,2291.5,8.51214599609375,7.007493495941162,6.087503433227539,7.895828723907471,6.1729326248168945,5.2353386878967285,6.13446044921875,4.53610372543335,5.480340480804443,5.768094539642334,6.56095027923584,6.6372175216674805,7.755996227264404,6550.65,627.6,5550.331283520001,10.58713485177528
484,2016,54,Vĩnh Long,4.9697084,2.6262252,43072.944,23.952791,2378.0,9.245683670043945,6.992443084716797,6.573083400726318,7.815730094909668,5.840247631072998,5.8795294761657715,5.912868976593018,5.124631881713867,5.5286641120910645,4.520628929138184,6.365923881530762,7.4276442527771,7.109286308288574,8356.3025,630.4,5875.253675211,10.670650329554721
485,2017,54,Vĩnh Long,4.857669,4.9697084,46588.972400000006,22.636469,2464.5,8.468633651733398,6.692112922668457,6.063775062561035,7.402772903442383,6.639065742492676,6.633124828338623,7.080442905426025,4.914847373962402,5.422200679779053,5.559978008270264,6.6765828132629395,7.303366184234619,7.782010078430176,10184.809,635.6,6163.465,10.749119148332356
488,2011,55,Vĩnh Phúc,3.7208624,5.517854,43653.30078125,25.106264,1549.5,8.722029,5.410624,6.440942,7.147556,7.123125,4.590578,5.149061,5.45946,5.376756,5.662301,5.627712,6.728115,6.929915,12644.1385,608.3,13786.910271472,10.684034177681378
489,2012,55,Vĩnh Phúc,4.9708943,3.7208624,52880.772,32.160473,1867.0,9.047342,5.783214,4.797488,6.09589,7.217106,5.331366,3.173615,5.457811,5.717434,5.867685,6.135661,7.030745,6.794108,13864.448,607.2,14073.255983608,10.875795073511286
490,2013,55,Vĩnh Phúc,5.4933724,4.9708943,60428.455,34.41406,2122.5,7.666242,6.409072,6.279233,6.622784,5.764599,5.940454,5.48608,5.457811,5.717434,5.867685,6.135661,7.030745,6.794108,18466.509,613.2,14706.825951735002,11.009215382257297
491,2014,55,Vĩnh Phúc,6.0076923,5.4933724,64290.214,34.168774,2378.0,8.588863372802734,5.1132354736328125,6.55893611907959,6.611759662628174,5.668224811553955,7.048955917358398,6.029182434082031,5.316336,6.009252,6.372838,5.752437,7.24107,6.856871,25396.022,631.2,17086.091413576996,11.07116270579717
492,2015,55,Vĩnh Phúc,5.9418187,6.0076923,70408.315,37.57721,2619.0,8.410053253173828,6.130166530609131,6.494285583496094,7.480386734008789,5.876631736755371,6.653644561767578,6.28460693359375,4.6969733238220215,5.633615016937256,5.296114921569824,6.117371559143066,6.706751346588135,7.115200519561768,40615.65,631.4,22208.747162536,11.162066645967057
493,2016,55,Vĩnh Phúc,5.9842134,5.9418187,76861.693,33.344234,2860.0,8.475685119628906,5.716306209564209,6.901067733764648,6.006162643432617,5.49932861328125,6.363168716430664,5.835155010223389,5.640860080718994,5.632906913757324,4.172176361083984,5.825032711029053,7.155728816986084,6.989587783813477,48415.185,629.8,28108.624798767,11.249762890938435
494,2017,55,Vĩnh Phúc,5.313326,5.9842134,83804.8235,37.531433,3101.0,7.095162391662598,5.767177581787109,6.593345642089844,7.26800537109375,6.0460662841796875,6.678210258483887,6.281703948974609,5.277872562408447,5.315241813659668,4.791754722595215,6.339515686035156,7.1581292152404785,7.002923965454102,68593.044,629.9,15920.056,11.336245844479551
497,2011,56,Vũng Tàu,6.8623395,7.847372,192319.171875,29.720617,2299.5,8.405844,6.726184,6.019441,7.932103,7.520863,4.980669,6.997471,5.96322,6.849039,5.53126,6.890491,7.427681,7.292699,192806.81,553.9,8787.227466208,12.16691162434529
498,2012,56,Vũng Tàu,6.1902766,6.8623395,406932.0,38.933075,2904.0,9.341804,6.345661,5.776289,5.411785,6.02102,5.505679,3.501445,5.167522,6.668087,5.716091,6.527493,6.566987,7.269868,222651.87,567.8,10276.041418789997,12.916401374298879
499,2013,56,Vũng Tàu,5.3030014,6.1902766,407792.0,40.765667,3328.0,7.248283,5.310402,5.701134,5.964025,6.138139,5.86971,4.241212,5.167522,6.668087,5.716091,6.527493,6.566987,7.269868,45417.96100000001,577.6,11842.495702813001,12.918512519470529
500,2014,56,Vũng Tàu,5.7225213,5.3030014,413264.0,47.31671,3752.0,7.882328510284424,5.536813259124756,5.090575695037842,5.923585891723633,5.52787971496582,6.8963518142700195,5.359890937805176,5.56625,6.585437,5.773271,5.74264,6.843654,7.594919,64502.81,537.4,12011.411186687996,12.931841892907373
501,2015,56,Vũng Tàu,6.634251,5.7225213,291956.0,43.844875,4082.5,8.094919204711914,5.832759380340576,6.284328460693359,6.41178560256958,5.120547294616699,6.488426208496094,5.378812789916992,4.373773574829102,5.184005260467529,5.171703338623047,5.692945957183838,6.828063488006592,7.219943046569824,63850.95,570.0,13081.893961235,12.584358384964798
502,2016,56,Vũng Tàu,6.58716,6.634251,245711.0,44.556522,4413.0,7.94144868850708,5.94166374206543,6.2280802726745605,5.82169246673584,5.559082984924316,6.876065731048584,5.092215061187744,4.880063533782959,5.505140781402588,5.65311336517334,5.467273712158203,6.975508213043213,7.816867828369141,64829.9925,598.0,13496.881108188,12.411911327551891
503,2017,56,Vũng Tàu,6.2253656,6.58716,265444.84079999995,49.855312,4743.5,8.18750286102295,5.942207336425781,6.355464935302734,6.422382354736328,5.042396068572998,7.287605285644531,5.550505638122559,5.590672969818115,6.337425708770752,5.179039478302002,6.753275394439697,7.2289509773254395,7.8257269859313965,80075.385,598.8,14404.284,12.489162342147674
506,2011,57,Yên Bái,3.3978584,0.0,10242.400390625,20.926897,979.0,8.603714,7.708101,5.826194,6.570542,7.738176,5.11462,6.870476,5.157237,6.049838,5.696171,5.769361,7.089154,5.98294,755.1565,478.5,5073.452695132,9.234291284270002
507,2012,57,Yên Bái,4.1887803,3.3978584,15000.057,19.477774,1114.0,8.559992,5.422733,6.387128,5.475963,6.127459,4.37213,4.110761,5.504867,5.702175,5.438413,5.070926,7.554765,6.316918,974.8439999999999,479.6,6665.862148398,9.615809280077126
508,2013,57,Yên Bái,2.9507582,4.1887803,16348.483000000004,21.399515,1250.0,7.422083,6.855357,5.188769,5.811821,5.885294,4.846055,5.938382,5.504867,5.702175,5.438413,5.070926,7.554765,6.316918,1326.557,495.9,7043.2169843520005,9.701890389146184
509,2014,57,Yên Bái,2.9973278,2.9507582,17917.244,21.47428,1386.0,9.012104034423828,5.9979987144470215,5.806869983673096,5.57826566696167,4.530009746551514,5.063408374786377,4.822683811187744,5.193882,6.317038,5.4932,5.394553,7.001187,6.673364,1315.672,503.5,8116.262003138001,9.793518880058455
510,2015,57,Yên Bái,4.3782697,2.9973278,20035.834,26.139767,1595.5,8.824746131896973,5.621096134185791,6.041131019592285,6.35081672668457,4.408604621887207,5.645230293273926,4.849854946136475,4.157198905944824,4.971656322479248,5.5467848777771,4.960601806640625,6.8674397468566895,6.449073791503906,1875.3749999999998,512.5,8529.502436468001,9.905277649356343
511,2016,57,Yên Bái,1.3668683,4.3782697,22258.392,24.338814,1805.0,8.437024116516113,5.758265972137451,6.2798871994018555,6.147278785705566,5.217195987701416,5.319250106811523,4.974206447601318,5.497678279876709,5.159362316131592,4.873210430145264,5.164548873901367,7.300868034362793,6.680031776428223,2749.7925,519.4,8553.471535997,10.010474385023539
512,2017,57,Yên Bái,5.477073,1.3668683,23854.9077,25.947832,2014.5,7.648221015930176,5.359017848968506,6.159721374511719,5.893191814422607,4.311385631561279,6.2230095863342285,6.166956901550293,5.024805545806885,5.197021961212158,4.546262741088867,5.8039093017578125,7.049387454986572,6.754997253417969,3430.651,525.8,6402.059,10.079745248732912
515,2011,58,Điện Biên,0.0,0.0,7419.958984375,22.445272,715.0,9.368182,7.683393,5.922377,6.526521,5.587286,5.187126,6.27672,4.83451,5.728653,5.462211,5.069239,6.708876,6.343846,216.66050000000004,300.4,5870.248845803,8.911928808433885
516,2012,58,Điện Biên,0.0,0.0,8743.139,29.004145,819.0,9.404584,6.524852,2.930497,3.508388,6.200521,4.139483,3.13143,4.589823,5.854285,5.205552,4.238368,7.155191,6.763395,287.454,306.4,8066.348963963001,9.076024557487544
517,2013,58,Điện Biên,0.0,0.0,9496.394,30.481081,1009.5,8.08943,7.201533,5.867462,5.373082,5.957401,5.110538,4.760362,4.589823,5.854285,5.205552,4.238368,7.155191,6.763395,197.074,327.7,7752.002640002001,9.15866742658294
518,2014,58,Điện Biên,0.0,0.0,10617.283,31.002287,1200.0,8.078285217285156,5.380096912384033,5.598793983459473,4.850176811218262,2.809197425842285,5.5978522300720215,4.098050594329834,4.572456,5.829515,5.31331,4.847033,6.75481,6.656869,257.228,345.4,8448.780475573001,9.270238424022365
519,2015,58,Điện Biên,0.0,0.0,11327.387,27.762232,1210.5,8.744583129882812,4.940105438232422,5.307573318481445,5.925353527069092,3.881319999694824,5.562564849853516,6.1334757804870605,4.607968330383301,5.848803997039795,5.723063945770264,5.420958042144775,6.735698223114014,6.921406269073486,206.1,353.2,8942.640595786,9.334978700768737
520,2016,58,Điện Biên,0.0,0.0,12217.998,27.518024,1221.0,8.726265907287598,5.6711344718933105,6.175627708435059,6.5706257820129395,4.168997764587402,5.659262180328369,4.519096374511719,5.548989772796631,6.049473285675049,4.755337238311768,6.176406383514404,7.126021385192871,6.786068439483643,152.425,348.4,8228.849646018,9.410665389516787
521,2017,58,Điện Biên,1.9169226,0.0,13288.779,22.73159,1231.5,7.740571975708008,5.712636470794678,6.355293273925781,6.225707054138184,4.473609924316406,5.701584815979004,5.997325420379639,4.988453388214111,5.627466201782227,5.061373233795166,6.249714374542236,6.988771915435791,6.86873197555542,161.851,351.7,6440.299,9.49467527389749
524,2011,59,Đà Nẵng,6.171283,4.60417,39021.7265625,63.295444,2381.0,9.159416,6.110935,7.176147,6.678358,6.512895,5.694064,6.348186,5.278487,5.456141,5.790415,6.083569,7.332107,7.430041,16365.23,496.2,14800.552822209,10.57187386134016
525,2012,59,Đà Nẵng,5.480776,6.171283,46451.0,66.09127,2865.0,9.131279,5.674977,6.579891,6.028871,6.772133,5.571723,3.049579,5.466084,6.104527,6.035883,6.822308,7.470115,7.650003,18976.13,508.8,15611.429642551002,10.746153272535546
526,2013,59,Đà Nẵng,5.015085,5.480776,51911.0,67.14579,3238.5,8.400821,7.979057,6.489425,7.85853,7.498737,6.527975,6.602766,5.466084,6.104527,6.035883,6.822308,7.470115,7.650003,23487.887,527.6,14641.652879363,10.857285992746686
527,2014,59,Đà Nẵng,4.6619077,5.015085,57821.0,69.824005,3612.0,9.025979042053223,6.423497200012207,6.590449333190918,7.473438739776611,6.352760314941406,7.526129245758057,6.296136856079102,4.832156,6.160239,6.041602,5.633354,7.613504,7.730553,25361.353999999996,541.2,13871.204185003002,10.965107310474394
528,2015,59,Đà Nẵng,3.812914,4.6619077,63270.00000000001,78.24146,4026.5,9.190401077270508,6.345677375793457,7.325588226318359,7.498322010040283,6.108206272125244,7.616320610046387,6.45904016494751,5.068375110626221,5.476704120635986,5.854946613311768,5.582833290100098,7.1751508712768555,7.530272960662842,27544.275,547.0,14154.895499572001,11.055166562140931
529,2016,59,Đà Nẵng,4.689341,3.812914,69689.0,76.94584,4441.0,9.217857360839844,6.291233062744141,7.219226360321045,7.743546009063721,6.513299942016602,7.982316017150879,6.470519065856934,5.274888515472412,6.023873329162598,5.816633701324463,6.100416660308838,7.336547374725342,8.027690887451172,29611.399999999998,556.1,17584.932577903,11.1517977650686
530,2017,59,Đà Nẵng,4.976306,4.689341,70741.368,75.926796,4855.5,8.554300308227539,7.109346389770508,6.46422004699707,7.759006023406982,6.285998344421387,8.07180404663086,6.7431535720825195,5.159343719482422,5.5108442306518555,4.713020324707031,6.960181713104248,7.409815311431885,7.452657699584961,34624.083,567.6,12127.399,11.166785800994878
533,2011,60,Đắk Lắk,0.0,4.2195077,42650.47265625,18.191267,1353.5,7.774969,5.61254,5.810303,7.240359,5.737332,4.00302,4.625626,5.098397,5.801748,5.532555,5.028733,7.00809,6.572452,16186.4325,1012.2,9444.744563451999,10.660793635068266
534,2012,60,Đắk Lắk,3.8220983,0.0,47287.0,21.675056,1639.0,9.142855,6.471172,5.947196,5.285692,6.28839,5.068474,3.259351,4.174857,4.92061,5.467312,5.177449,7.022571,6.69382,15645.413,1033.1,11551.889435058,10.763990695266562
535,2013,60,Đắk Lắk,0.0,3.8220983,50546.0,24.392725,1813.5,7.384738,6.788625,5.558281,6.173332,5.235425,5.345436,5.683548,4.174857,4.92061,5.467312,5.177449,7.022571,6.69382,20722.099,1077.6,11198.701995860001,10.830639091743029
536,2014,60,Đắk Lắk,1.5686159,0.0,54971.0,22.146572,1988.0,8.0953950881958,6.328537940979004,5.688023090362549,6.201524257659912,4.612822532653809,6.018896102905273,5.351654052734375,4.370178,6.393502,5.261272,6.160064,6.847652,6.643153,24403.489999999998,1092.7,11223.784455369003,10.914561052430187
537,2015,60,Đắk Lắk,3.4578927,1.5686159,60860.0,21.19735,2158.5,8.398038864135742,6.113252639770508,5.990736961364746,5.864675998687744,4.647409439086914,5.57589054107666,5.8289265632629395,4.60032320022583,5.278345584869385,5.435103416442871,5.069344520568848,7.021510124206543,7.130828857421875,21234.6,1128.1,12562.803788374,11.016331423450962
538,2016,60,Đắk Lắk,0.20701417,3.4578927,66891.0,21.364147,2329.0,8.661023139953613,6.00722074508667,6.359155654907227,6.051385879516602,4.410923957824707,5.797947406768799,5.292665004730225,5.789893627166748,5.489861488342285,4.832870960235596,5.597588539123535,7.1670613288879395,6.775784969329834,23051.8925,1149.4,12678.468227263002,11.11081970791848
539,2017,60,Đắk Lắk,4.114946,0.20701417,72213.045,22.066793,2499.5,6.9943671226501465,6.8850274085998535,6.33875036239624,6.022336959838867,4.8783769607543945,6.140086650848389,5.835727214813232,5.2109456062316895,5.1697540283203125,4.815517425537109,5.20284366607666,7.24148416519165,7.002930164337158,161.851,1160.3,11027.874,11.187375987230853
542,2011,61,Đắk Nông,2.3025851,1.410987,12633.482421875,12.201957,1325.0,7.302458,7.508357,4.661293,6.162705,6.209732,4.206188,4.907279,5.725976,5.892358,5.553295,5.75058,7.1993,5.680825,8395.0685,306.6,4071.027306117,9.4441059035366
543,2012,61,Đắk Nông,0.0,2.3025851,14680.002,14.224977,1611.0,7.73246,6.627437,6.085278,5.08975,6.241162,3.595883,4.392288,5.511321,5.670475,5.74481,5.461699,7.310357,5.953362,11181.543999999998,320.7,5497.936992661001,9.594241438408279
544,2013,61,Đắk Nông,0.0,0.0,16925.892,14.942554,1717.5,7.880139,6.550038,6.527273,5.431819,5.305316,4.573253,5.085705,5.511321,5.670475,5.74481,5.461699,7.310357,5.953362,1945.42,349.2,5384.285044237,9.736599799493636
545,2014,61,Đắk Nông,0.0,0.0,18479.897999999997,12.928996,1824.0,8.391951560974121,5.8346734046936035,5.977321624755859,6.405343532562256,4.960218906402588,4.213850975036621,5.5923566818237305,5.635555,6.021757,5.641593,5.99027,7.068642,6.566365,2110.682,353.5,5607.430580412,9.824438825699923
546,2015,61,Đắk Nông,0.0,0.0,21748.691,15.716578,2079.5,8.242971420288086,5.7599287033081055,5.407784461975098,5.707798957824707,3.6092171669006348,4.391051292419434,4.481899261474609,4.841158390045166,4.91973352432251,5.013138771057129,5.9404215812683105,6.376287937164307,6.318678855895996,1345.05,374.0,5704.076425523,9.98730885079766
547,2016,61,Đắk Nông,-2.2588787,0.0,23708.301,13.813218,2335.0,8.38637924194336,5.219996452331543,6.013458251953125,7.027073383331299,5.358853816986084,5.119824409484863,4.449048042297363,5.429309368133545,5.610695838928223,5.205404281616211,5.935463905334473,6.776401519775391,6.928323268890381,1932.385,381.3,6026.708941835998,10.073580518963459
548,2017,61,Đắk Nông,3.2033846,-2.2588787,26140.696,18.923557,2590.5,7.059816360473633,6.288276195526123,5.940401077270508,6.178498268127441,4.1052751541137695,5.152195930480957,4.270942687988281,5.247920989990234,5.606659889221191,4.397399425506592,5.090810775756836,7.1802754402160645,7.046188831329346,2050.037,390.1,4328.475,10.1712486126845
551,2011,62,Đồng Nai,6.747469,6.300969,98759.21875,20.900026,2170.0,8.493492,6.70437,6.47483,6.802557,7.691647,5.166856,6.469617,5.457825,5.387383,5.144117,5.865746,7.144776,6.660327,200568.725,1553.8,10835.616181852,11.500440032836494
552,2012,62,Đồng Nai,7.0343313,6.747469,117414.09899999999,23.746637,2577.0,8.796809,7.23566,6.423539,6.008034,7.848938,5.230968,4.372305,4.729096,5.002157,5.135239,5.440953,6.743308,6.92019,207300.16,1585.0,13377.617006065,11.673462272862226
553,2013,62,Đồng Nai,7.0600863,7.0343313,145133.91,28.253462,3040.5,7.117717,6.971034,4.931279,6.930887,8.401718,5.25732,4.810081,4.729096,5.002157,5.135239,5.440953,6.743308,6.92019,231974.877,1580.0,14234.112984501999,11.885412112464413
554,2014,62,Đồng Nai,7.514089,7.0600863,168019.214,26.162212,3504.0,7.4065165519714355,5.483391284942627,6.4748430252075195,6.532890796661377,4.872978687286377,6.268338203430176,5.287482738494873,4.748907,5.42009,5.525814,5.442304,7.2722,6.813975,282430.566,1627.5,15679.710104465,12.031833620893375
555,2015,62,Đồng Nai,7.498945,7.514089,200890.0982662437,32.79563,3916.0,7.933000564575195,5.25647497177124,6.5292487144470215,6.594654083251953,4.597385883331299,5.9054646492004395,5.437991142272949,4.777342319488525,5.084136962890625,5.604284286499023,5.899258613586426,6.767115116119385,7.502705097198486,316289.925,1630.3,17098.717754139998,12.210513262710556
556,2016,62,Đồng Nai,7.8490477,7.498945,225881.7113003901,37.34892,4328.0,8.075899124145508,5.5306549072265625,6.2468390464782715,6.547544956207275,4.926176071166992,6.6773681640625,5.147817611694336,5.028012752532959,5.64705228805542,4.242730140686035,5.910248756408691,7.1839447021484375,6.849899768829346,344444.1,1634.7,20570.858831872003,12.327766739906428
557,2017,62,Đồng Nai,7.4944963,7.8490477,249177.06300000002,40.44827,4740.0,8.049919128417969,6.553942680358887,6.23653507232666,6.50876522064209,5.009120941162109,6.730181694030762,5.767708778381348,5.294135093688965,5.69160270690918,5.210392475128174,6.346077919006348,7.425093173980713,6.932289123535156,377992.4550000001,1676.5,18218.353,12.425919019123146
560,2011,63,Đồng Tháp,2.3978953,0.0,36098.72265625,12.440246,1402.0,9.274315,7.037013,6.6051,6.773286,7.78766,5.111822,6.319949,5.182785,5.476338,5.941434,6.760653,7.194096,6.666285,18437.1775,994.4,6682.893037053999,10.494012760211582
561,2012,63,Đồng Tháp,0.0,2.3978953,42579.401,11.901136,1666.0,8.838327,8.502823,6.61008,6.015435,7.787127,4.908834,4.41353,4.343835,5.309925,5.624056,6.173401,7.070961,6.673457,17822.148,985.2,7442.394192109001,10.659125870711131
562,2013,63,Đồng Tháp,2.75269,0.0,46449.039,15.490304,1900.0,7.019818,7.748605,6.756058,6.759913,7.554229,5.223499,5.682262,4.343835,5.309925,5.624056,6.173401,7.070961,6.673457,15956.664,986.0,8459.118184022002,10.746111055115156
564,2015,63,Đồng Tháp,2.4360714,3.4339871,54786.99162934121,17.877583,2412.5,8.70437240600586,6.812514781951904,7.078865051269531,8.540029525756836,6.313832759857178,5.707159996032715,7.444116592407227,5.1620774269104,5.7296905517578125,6.2418012619018555,6.682699680328369,7.037112712860107,7.05728006362915,15549.3,1017.5,9739.937653848,10.911208065730627
565,2016,63,Đồng Tháp,2.9999833,2.4360714,58762.498,17.599749,2691.0,8.977041244506836,6.573886871337891,6.921860218048096,8.689336776733398,6.859753608703613,5.6605610847473145,6.765035152435303,5.282998561859131,5.601454257965088,5.4675092697143555,6.770188331604004,7.66341495513916,7.090554714202881,17430.595,1112.1,10735.859784348002,10.981259141297073
566,2017,63,Đồng Tháp,4.349815,2.9999833,62421.0887,23.080402,2969.5,8.304883003234863,7.607831001281738,7.251398086547852,8.689983367919922,6.858150482177734,5.928436279296875,7.096423149108887,5.187057971954346,5.801688194274902,5.344953536987305,6.320568561553955,7.599488258361816,7.083148956298828,20876.509,1120.5,9258.386,11.041658457197821
